210913_Cbl-b_A03-H11 Fc=2-1 - 1_X	210913_Cbl-b_A03-H11 Fc=2-1 - 1_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 2_X	210913_Cbl-b_A03-H11 Fc=2-1 - 2_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 3_X	210913_Cbl-b_A03-H11 Fc=2-1 - 3_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 4_X	210913_Cbl-b_A03-H11 Fc=2-1 - 4_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 5_X	210913_Cbl-b_A03-H11 Fc=2-1 - 5_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 6_X	210913_Cbl-b_A03-H11 Fc=2-1 - 6_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 7_X	210913_Cbl-b_A03-H11 Fc=2-1 - 7_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 8_X	210913_Cbl-b_A03-H11 Fc=2-1 - 8_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 9_X	210913_Cbl-b_A03-H11 Fc=2-1 - 9_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 10_X	210913_Cbl-b_A03-H1 Fc=2-1 - 10_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 11_X	210913_Cbl-b_A03-H1 Fc=2-1 - 11_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 12_X	210913_Cbl-b_A03-H1 Fc=2-1 - 12_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 13_X	210913_Cbl-b_A03-H1 Fc=2-1 - 13_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 14_X	210913_Cbl-b_A03-H1 Fc=2-1 - 14_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 15_X	210913_Cbl-b_A03-H1 Fc=2-1 - 15_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 16_X	210913_Cbl-b_A03-H1 Fc=2-1 - 16_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 17_X	210913_Cbl-b_A03-H1 Fc=2-1 - 17_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 18_X	210913_Cbl-b_A03-H1 Fc=2-1 - 18_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 19_X	210913_Cbl-b_A03-H1 Fc=2-1 - 19_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 20_X	210913_Cbl-b_A03-H1 Fc=2-1 - 20_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 21_X	210913_Cbl-b_A03-H1 Fc=2-1 - 21_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 22_X	210913_Cbl-b_A03-H1 Fc=2-1 - 22_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 23_X	210913_Cbl-b_A03-H1 Fc=2-1 - 23_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 24_X	210913_Cbl-b_A03-H1 Fc=2-1 - 24_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 25_X	210913_Cbl-b_A03-H1 Fc=2-1 - 25_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 26_X	210913_Cbl-b_A03-H1 Fc=2-1 - 26_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 27_X	210913_Cbl-b_A03-H1 Fc=2-1 - 27_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 28_X	210913_Cbl-b_A03-H1 Fc=2-1 - 28_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 29_X	210913_Cbl-b_A03-H1 Fc=2-1 - 29_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 30_X	210913_Cbl-b_A03-H1 Fc=2-1 - 30_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 31_X	210913_Cbl-b_A03-H1 Fc=2-1 - 31_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 32_X	210913_Cbl-b_A03-H1 Fc=2-1 - 32_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 33_X	210913_Cbl-b_A03-H1 Fc=2-1 - 33_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 34_X	210913_Cbl-b_A03-H1 Fc=2-1 - 34_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 35_X	210913_Cbl-b_A03-H1 Fc=2-1 - 35_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 36_X	210913_Cbl-b_A03-H1 Fc=2-1 - 36_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 37_X	210913_Cbl-b_A03-H1 Fc=2-1 - 37_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 38_X	210913_Cbl-b_A03-H1 Fc=2-1 - 38_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 39_X	210913_Cbl-b_A03-H1 Fc=2-1 - 39_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 40_X	210913_Cbl-b_A03-H1 Fc=2-1 - 40_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 41_X	210913_Cbl-b_A03-H1 Fc=2-1 - 41_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 42_X	210913_Cbl-b_A03-H1 Fc=2-1 - 42_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 43_X	210913_Cbl-b_A03-H1 Fc=2-1 - 43_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 44_X	210913_Cbl-b_A03-H1 Fc=2-1 - 44_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 45_X	210913_Cbl-b_A03-H1 Fc=2-1 - 45_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 46_X	210913_Cbl-b_A03-H1 Fc=2-1 - 46_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 47_X	210913_Cbl-b_A03-H1 Fc=2-1 - 47_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 48_X	210913_Cbl-b_A03-H1 Fc=2-1 - 48_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 49_X	210913_Cbl-b_A03-H1 Fc=2-1 - 49_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 50_X	210913_Cbl-b_A03-H1 Fc=2-1 - 50_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 51_X	210913_Cbl-b_A03-H1 Fc=2-1 - 51_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 52_X	210913_Cbl-b_A03-H1 Fc=2-1 - 52_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 53_X	210913_Cbl-b_A03-H1 Fc=2-1 - 53_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 54_X	210913_Cbl-b_A03-H1 Fc=2-1 - 54_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 55_X	210913_Cbl-b_A03-H1 Fc=2-1 - 55_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 56_X	210913_Cbl-b_A03-H1 Fc=2-1 - 56_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 57_X	210913_Cbl-b_A03-H1 Fc=2-1 - 57_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 58_X	210913_Cbl-b_A03-H1 Fc=2-1 - 58_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 59_X	210913_Cbl-b_A03-H1 Fc=2-1 - 59_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 60_X	210913_Cbl-b_A03-H1 Fc=2-1 - 60_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 61_X	210913_Cbl-b_A03-H1 Fc=2-1 - 61_Y
147.6	7981.55	147.6	7969.49	147.6	7966.04	147.6	7957.08	147.6	7955.03	147.6	7952.66	147.6	7949.56	147.6	7949.75	147.6	7977.03	147.6	7957.79	147.6	7946.94	147.6	7945.72	147.6	7944.87	147.6	7943.67	147.6	7944.56	147.6	7941.31	147.6	7944.04	147.6	7964.57	147.6	7948.73	147.6	7947.16	147.6	7944.08	147.6	7946.28	147.6	7944.65	147.6	7946.81	147.6	7946.66	147.6	7949.29	147.6	7969.62	147.6	7954.83	147.6	7955.28	147.6	7954.88	147.6	7955.53	147.6	7955.83	147.6	7958.04	147.6	7960.42	147.6	7960.66	147.6	7974.95	147.6	7965.31	147.6	7966.76	147.6	7966.98	147.6	7967.76	147.6	7967.33	147.6	7970.29	147.6	7971.05	147.6	7972.56	147.6	7985.79	147.6	7974.44	147.6	7975.23	147.6	7975.63	147.6	7975.38	147.6	7975.47	147.6	7975.97	147.6	7980.81	147.6	7980.24	147.6	7993.28	147.6	7981.6	147.6	7985.75	147.6	7987.39	147.6	7983.5	147.6	7989.84	147.6	7986.49	147.6	7983.95
148.6	7982.46	148.6	7969.94	148.6	7965.05	148.6	7957.76	148.6	7954.95	148.6	7952.29	148.6	7951.47	148.6	7948.55	148.6	7977.4	148.6	7956.62	148.6	7948.54	148.6	7947.45	148.6	7945.89	148.6	7943.47	148.6	7944.51	148.6	7942.92	148.6	7941.88	148.6	7967.1	148.6	7948.67	148.6	7949.39	148.6	7946.63	148.6	7945.5	148.6	7946.85	148.6	7946.04	148.6	7947.13	148.6	7949.04	148.6	7968.03	148.6	7955.87	148.6	7953.6	148.6	7954.07	148.6	7953.33	148.6	7957.55	148.6	7957.22	148.6	7958.42	148.6	7960.37	148.6	7974.39	148.6	7964.79	148.6	7967.46	148.6	7967.3	148.6	7968.23	148.6	7968.2	148.6	7970.79	148.6	7970.56	148.6	7973.31	148.6	7984.36	148.6	7973.46	148.6	7974.7	148.6	7975.11	148.6	7974.68	148.6	7975.5	148.6	7977.89	148.6	7980.02	148.6	7979.72	148.6	7991.21	148.6	7985.36	148.6	7986.44	148.6	7986.06	148.6	7983.98	148.6	7988.97	148.6	7984.53	148.6	7984.75
149.6	7983.31	149.6	7969.7	149.6	7965.95	149.6	7956.79	149.6	7953.89	149.6	7952.85	149.6	7949.28	149.6	7945.41	149.6	7976.99	149.6	7955.57	149.6	7949.95	149.6	7946.37	149.6	7943.67	149.6	7942.75	149.6	7940.57	149.6	7942.1	149.6	7940.72	149.6	7965.94	149.6	7950.46	149.6	7946.94	149.6	7947.22	149.6	7944.65	149.6	7945.08	149.6	7944.89	149.6	7946.08	149.6	7948.19	149.6	7966.83	149.6	7952.62	149.6	7954.81	149.6	7953.11	149.6	7955.98	149.6	7957.55	149.6	7957.61	149.6	7959.15	149.6	7960.57	149.6	7975.11	149.6	7965.21	149.6	7965.99	149.6	7966.36	149.6	7966.63	149.6	7967.44	149.6	7969.03	149.6	7972.49	149.6	7974.27	149.6	7987.36	149.6	7975.24	149.6	7973.31	149.6	7975.61	149.6	7974.69	149.6	7976.23	149.6	7976.17	149.6	7979.79	149.6	7980.13	149.6	7989.74	149.6	7984.56	149.6	7987.53	149.6	7985.94	149.6	7984.76	149.6	7988.97	149.6	7983.68	149.6	7982.4
150.6	7983.77	150.6	7970.16	150.6	7965.72	150.6	7958.94	150.6	7957.69	150.6	7953.05	150.6	7951.65	150.6	7947.99	150.6	7978.03	150.6	7954.88	150.6	7951.85	150.6	7949.09	150.6	7943.9	150.6	7942.41	150.6	7943.46	150.6	7943.29	150.6	7942.32	150.6	7966.34	150.6	7950.91	150.6	7947.83	150.6	7947.84	150.6	7945.82	150.6	7946.54	150.6	7947.94	150.6	7947.39	150.6	7949.01	150.6	7968.3	150.6	7952.33	150.6	7954.24	150.6	7952.77	150.6	7955.18	150.6	7956.55	150.6	7958.86	150.6	7959.24	150.6	7961.95	150.6	7976.54	150.6	7965.54	150.6	7965.18	150.6	7967.97	150.6	7967.96	150.6	7967.41	150.6	7967.74	150.6	7970.29	150.6	7976.32	150.6	7986.97	150.6	7973.66	150.6	7973.74	150.6	7974.28	150.6	7976.38	150.6	7978.28	150.6	7976.97	150.6	7979.99	150.6	7979.99	150.6	7991.98	150.6	7983.46	150.6	7985.23	150.6	7984.4	150.6	7985.15	150.6	7987.49	150.6	7986.63	150.6	7983.88
151.6	7985.39	151.6	7971.62	151.6	7966.7	151.6	7958.2	151.6	7956.17	151.6	7954.07	151.6	7951.16	151.6	7950.7	151.6	7978.67	151.6	7957.95	151.6	7949.86	151.6	7947.59	151.6	7947.06	151.6	7944.74	151.6	7945.01	151.6	7944.95	151.6	7942.6	151.6	7966.43	151.6	7949.44	151.6	7949.62	151.6	7946.77	151.6	7946.03	151.6	7945.69	151.6	7945.41	151.6	7949.22	151.6	7949.91	151.6	7968.86	151.6	7955.47	151.6	7957.54	151.6	7952.97	151.6	7955.82	151.6	7959.04	151.6	7959.78	151.6	7959.07	151.6	7962.37	151.6	7977.92	151.6	7964.87	151.6	7966.6	151.6	7966.35	151.6	7969.52	151.6	7970.49	151.6	7970.38	151.6	7971.89	151.6	7974.24	151.6	7988.88	151.6	7974.58	151.6	7975.16	151.6	7976.2	151.6	7977.18	151.6	7976.81	151.6	7976.76	151.6	7981.37	151.6	7979.95	151.6	7993.2	151.6	7983.24	151.6	7987.42	151.6	7984	151.6	7986.33	151.6	7988.86	151.6	7984.62	151.6	7982.54
152.6	7983.36	152.6	7971.5	152.6	7967.23	152.6	7960.23	152.6	7958.33	152.6	7953.63	152.6	7950.34	152.6	7949	152.6	7979.48	152.6	7958.54	152.6	7952.1	152.6	7947.62	152.6	7946.6	152.6	7944.36	152.6	7947.01	152.6	7944.81	152.6	7944.51	152.6	7968.84	152.6	7952.68	152.6	7950.23	152.6	7945.84	152.6	7948.5	152.6	7947.28	152.6	7947.36	152.6	7949.18	152.6	7952.73	152.6	7967.88	152.6	7954.43	152.6	7954.49	152.6	7956.25	152.6	7957.74	152.6	7959.44	152.6	7961.08	152.6	7959.58	152.6	7962.46	152.6	7977.99	152.6	7966.1	152.6	7967.04	152.6	7967.78	152.6	7969.94	152.6	7971.39	152.6	7971.27	152.6	7970.15	152.6	7973.73	152.6	7989.76	152.6	7976.41	152.6	7976.53	152.6	7978.52	152.6	7978.35	152.6	7977.83	152.6	7977.94	152.6	7980.85	152.6	7980.48	152.6	7993.01	152.6	7983.63	152.6	7986.23	152.6	7985.31	152.6	7986.76	152.6	7989.13	152.6	7986.48	152.6	7983.97
153.6	7985.03	153.6	7970.67	153.6	7967.12	153.6	7959.92	153.6	7957.31	153.6	7955.34	153.6	7951.49	153.6	7949.7	153.6	7978.1	153.6	7960.07	153.6	7950.02	153.6	7949.97	153.6	7946.76	153.6	7944.41	153.6	7946.26	153.6	7944.87	153.6	7944.36	153.6	7966.18	153.6	7951.68	153.6	7948.96	153.6	7946.04	153.6	7946.53	153.6	7947.92	153.6	7946.91	153.6	7950.04	153.6	7953.77	153.6	7968.58	153.6	7954.3	153.6	7955.5	153.6	7955.11	153.6	7956.41	153.6	7960.87	153.6	7958.79	153.6	7961.39	153.6	7962.02	153.6	7978.91	153.6	7966.42	153.6	7964.27	153.6	7967.55	153.6	7968.97	153.6	7971.69	153.6	7972.42	153.6	7972.63	153.6	7974.21	153.6	7989.09	153.6	7975.94	153.6	7974.62	153.6	7977.49	153.6	7978.84	153.6	7977.43	153.6	7977.68	153.6	7983	153.6	7981.91	153.6	7994.95	153.6	7982.5	153.6	7985.02	153.6	7985.54	153.6	7986.75	153.6	7991.79	153.6	7987.37	153.6	7984.44
154.6	7983.61	154.6	7968.07	154.6	7965.77	154.6	7958.77	154.6	7956.92	154.6	7955.1	154.6	7950.71	154.6	7948.56	154.6	7979.6	154.6	7959.18	154.6	7951.26	154.6	7950.68	154.6	7948.65	154.6	7946.66	154.6	7945.03	154.6	7944.89	154.6	7941.83	154.6	7967.97	154.6	7949.96	154.6	7950.28	154.6	7947.37	154.6	7948.16	154.6	7945.33	154.6	7948.05	154.6	7949.19	154.6	7950.96	154.6	7968.51	154.6	7955.85	154.6	7956.23	154.6	7955.36	154.6	7959.67	154.6	7961.01	154.6	7958.95	154.6	7958.84	154.6	7962.82	154.6	7976.64	154.6	7968.36	154.6	7966.16	154.6	7968.7	154.6	7968.87	154.6	7969.35	154.6	7970.39	154.6	7972.11	154.6	7975.49	154.6	7986.74	154.6	7978.38	154.6	7976.52	154.6	7978.86	154.6	7978.5	154.6	7977.7	154.6	7979.11	154.6	7980.95	154.6	7981.11	154.6	7994.4	154.6	7983.71	154.6	7987.19	154.6	7986.06	154.6	7987.26	154.6	7991.62	154.6	7987.13	154.6	7984.8
155.6	7983.58	155.6	7971.1	155.6	7964.2	155.6	7959.87	155.6	7956.77	155.6	7955.19	155.6	7953.92	155.6	7949.1	155.6	7977.3	155.6	7959.57	155.6	7950.7	155.6	7947.48	155.6	7948.17	155.6	7945.86	155.6	7944.93	155.6	7942.65	155.6	7944.02	155.6	7967.04	155.6	7951.09	155.6	7949.81	155.6	7945.76	155.6	7946.88	155.6	7946.34	155.6	7945.76	155.6	7948.65	155.6	7954.23	155.6	7966.58	155.6	7955.2	155.6	7955.45	155.6	7955.9	155.6	7958.2	155.6	7957.81	155.6	7959.65	155.6	7958.94	155.6	7963.18	155.6	7978.95	155.6	7968.79	155.6	7968.44	155.6	7968.61	155.6	7969.99	155.6	7971.11	155.6	7970	155.6	7971.94	155.6	7976.25	155.6	7987.48	155.6	7977.9	155.6	7977.25	155.6	7977.94	155.6	7978.69	155.6	7978.68	155.6	7978.25	155.6	7981.65	155.6	7981.53	155.6	7993.25	155.6	7987.52	155.6	7987.15	155.6	7985.59	155.6	7988.32	155.6	7991.84	155.6	7989.37	155.6	7984.37
156.6	7984.48	156.6	7971.65	156.6	7966.25	156.6	7960.02	156.6	7955.42	156.6	7955.82	156.6	7950.76	156.6	7949.31	156.6	7976.82	156.6	7957.72	156.6	7952.86	156.6	7949.73	156.6	7948.46	156.6	7944.04	156.6	7945.87	156.6	7943.97	156.6	7941.22	156.6	7965.55	156.6	7951	156.6	7947.53	156.6	7947.62	156.6	7948.05	156.6	7946.64	156.6	7945.67	156.6	7948.48	156.6	7953.13	156.6	7967.81	156.6	7954.89	156.6	7956.54	156.6	7956.03	156.6	7955.92	156.6	7960.52	156.6	7959.78	156.6	7959.12	156.6	7962.76	156.6	7976.64	156.6	7966.82	156.6	7966.24	156.6	7968.47	156.6	7969.22	156.6	7971.24	156.6	7969.61	156.6	7973.74	156.6	7977.63	156.6	7986.81	156.6	7976.08	156.6	7975.97	156.6	7977.13	156.6	7978.71	156.6	7980	156.6	7977.37	156.6	7983.86	156.6	7980.42	156.6	7993.54	156.6	7984.96	156.6	7988.14	156.6	7983.76	156.6	7987.68	156.6	7990.69	156.6	7987.93	156.6	7985.56
157.6	7982.95	157.6	7971.9	157.6	7966.96	157.6	7957.71	157.6	7956.87	157.6	7953.99	157.6	7950.58	157.6	7950.16	157.6	7974.5	157.6	7957.05	157.6	7952.14	157.6	7949.31	157.6	7946.91	157.6	7944.85	157.6	7946.33	157.6	7943.15	157.6	7942.86	157.6	7965.14	157.6	7952.01	157.6	7951.07	157.6	7949.05	157.6	7950.01	157.6	7946.61	157.6	7946.22	157.6	7949.5	157.6	7951.56	157.6	7969.05	157.6	7954.7	157.6	7954.55	157.6	7954.99	157.6	7956.68	157.6	7960.21	157.6	7959.32	157.6	7960.16	157.6	7962.79	157.6	7977.16	157.6	7966.11	157.6	7967.21	157.6	7969.62	157.6	7971.64	157.6	7969.35	157.6	7968.99	157.6	7970.4	157.6	7976.65	157.6	7987.24	157.6	7976.84	157.6	7976.2	157.6	7979.21	157.6	7978.56	157.6	7979.07	157.6	7977.79	157.6	7983.7	157.6	7982.27	157.6	7991.7	157.6	7984.12	157.6	7987.16	157.6	7986.17	157.6	7985.87	157.6	7990.74	157.6	7987.5	157.6	7984.97
158.6	7985.41	158.6	7970.34	158.6	7966.94	158.6	7959.69	158.6	7957.05	158.6	7956.01	158.6	7950.62	158.6	7948.95	158.6	7977.22	158.6	7958.14	158.6	7951.29	158.6	7949.29	158.6	7947.96	158.6	7944.3	158.6	7943.91	158.6	7944.03	158.6	7942.48	158.6	7964.6	158.6	7950.81	158.6	7949.51	158.6	7948.35	158.6	7947.8	158.6	7946.05	158.6	7946.46	158.6	7948.74	158.6	7950.77	158.6	7967.47	158.6	7955.42	158.6	7956.15	158.6	7955.29	158.6	7957.59	158.6	7958.26	158.6	7960.3	158.6	7961	158.6	7961.46	158.6	7977.76	158.6	7966.59	158.6	7966.76	158.6	7968.57	158.6	7970.22	158.6	7968.77	158.6	7969.44	158.6	7972.55	158.6	7978.08	158.6	7986.44	158.6	7978.07	158.6	7976.91	158.6	7977.71	158.6	7978.56	158.6	7978.11	158.6	7980.06	158.6	7980.63	158.6	7979.48	158.6	7992.67	158.6	7984.17	158.6	7988.98	158.6	7987.38	158.6	7988.19	158.6	7988.87	158.6	7988.76	158.6	7987.2
159.6	7985.26	159.6	7972.45	159.6	7965.15	159.6	7956.77	159.6	7955.15	159.6	7954.65	159.6	7951.17	159.6	7948.91	159.6	7976.18	159.6	7959.57	159.6	7953.49	159.6	7947.98	159.6	7948.36	159.6	7945.16	159.6	7945.94	159.6	7944.62	159.6	7940.76	159.6	7965.08	159.6	7950.63	159.6	7950.19	159.6	7949.42	159.6	7945.55	159.6	7946.56	159.6	7946.21	159.6	7950.09	159.6	7951.54	159.6	7968.37	159.6	7954.95	159.6	7955.46	159.6	7953.58	159.6	7958.14	159.6	7958.74	159.6	7960.43	159.6	7961.47	159.6	7962.5	159.6	7976.27	159.6	7966.18	159.6	7967.61	159.6	7967.63	159.6	7969.82	159.6	7971.25	159.6	7969.1	159.6	7972.25	159.6	7978.46	159.6	7986.48	159.6	7976.88	159.6	7975.7	159.6	7977.25	159.6	7976.99	159.6	7979.72	159.6	7979.4	159.6	7982.24	159.6	7981.83	159.6	7993.35	159.6	7983.73	159.6	7987.25	159.6	7986.72	159.6	7987.35	159.6	7989.63	159.6	7987.81	159.6	7987.02
160.6	7983.43	160.6	7970.29	160.6	7966.63	160.6	7958.19	160.6	7957.98	160.6	7953.83	160.6	7950.85	160.6	7948.66	160.6	7977.43	160.6	7958.77	160.6	7951.19	160.6	7947.36	160.6	7947.99	160.6	7945.01	160.6	7944.6	160.6	7942.01	160.6	7942.49	160.6	7966.12	160.6	7948.4	160.6	7949.93	160.6	7950.23	160.6	7947.37	160.6	7945.89	160.6	7946.55	160.6	7949.15	160.6	7952.14	160.6	7966.92	160.6	7955.62	160.6	7955.2	160.6	7953.92	160.6	7956.7	160.6	7957.56	160.6	7958.92	160.6	7961.2	160.6	7962.91	160.6	7975.2	160.6	7965.7	160.6	7968.13	160.6	7968.12	160.6	7970	160.6	7970.68	160.6	7969.46	160.6	7971.32	160.6	7974.87	160.6	7986.49	160.6	7977.88	160.6	7979.09	160.6	7978.04	160.6	7977.05	160.6	7978.13	160.6	7977.42	160.6	7981.69	160.6	7981.57	160.6	7990.28	160.6	7984.51	160.6	7987.81	160.6	7984.49	160.6	7988.1	160.6	7989.54	160.6	7986.33	160.6	7985.3
161.6	7986.03	161.6	7971.94	161.6	7966.81	161.6	7958.36	161.6	7954.99	161.6	7952.46	161.6	7952.84	161.6	7949.53	161.6	7973.55	161.6	7959.24	161.6	7950.97	161.6	7947.84	161.6	7949.14	161.6	7943.13	161.6	7944.77	161.6	7943.18	161.6	7942.68	161.6	7964.69	161.6	7950.45	161.6	7948.73	161.6	7949.25	161.6	7945.98	161.6	7946.1	161.6	7944.9	161.6	7948.65	161.6	7952.19	161.6	7966.2	161.6	7955.99	161.6	7954.9	161.6	7954.03	161.6	7954.2	161.6	7958.08	161.6	7960.35	161.6	7958.69	161.6	7962.35	161.6	7977.74	161.6	7965.04	161.6	7970.09	161.6	7969.3	161.6	7968.25	161.6	7970.73	161.6	7968.83	161.6	7971.76	161.6	7977.39	161.6	7985.6	161.6	7976.43	161.6	7976.45	161.6	7979.02	161.6	7977.06	161.6	7977.97	161.6	7978.59	161.6	7981.13	161.6	7981.56	161.6	7990.82	161.6	7987.32	161.6	7987.91	161.6	7985.77	161.6	7987.21	161.6	7989.55	161.6	7986.89	161.6	7987.08
162.6	7981.54	162.6	7971.22	162.6	7966.79	162.6	7957.86	162.6	7958.94	162.6	7952.01	162.6	7952.24	162.6	7951.63	162.6	7975.83	162.6	7955.07	162.6	7950.79	162.6	7948.56	162.6	7948.46	162.6	7946.95	162.6	7943.83	162.6	7944.29	162.6	7941.31	162.6	7964.55	162.6	7950.05	162.6	7951.92	162.6	7947.86	162.6	7946	162.6	7945.63	162.6	7948.97	162.6	7948.32	162.6	7951.44	162.6	7965.55	162.6	7956.35	162.6	7954.93	162.6	7952.56	162.6	7956.62	162.6	7956.32	162.6	7958.77	162.6	7959.03	162.6	7963.24	162.6	7974.67	162.6	7964.64	162.6	7966.33	162.6	7968.34	162.6	7971.1	162.6	7971.42	162.6	7969.33	162.6	7973.75	162.6	7976.44	162.6	7985.91	162.6	7976.12	162.6	7976.42	162.6	7976.12	162.6	7975.19	162.6	7977.65	162.6	7976.45	162.6	7980.28	162.6	7982.15	162.6	7991.27	162.6	7984.93	162.6	7987.36	162.6	7984.39	162.6	7988.25	162.6	7989.8	162.6	7988.34	162.6	7986.59
163.6	7984.46	163.6	7971.77	163.6	7965.22	163.6	7959.22	163.6	7955.62	163.6	7953.51	163.6	7950.49	163.6	7950.49	163.6	7973.19	163.6	7959.05	163.6	7952.02	163.6	7949.43	163.6	7947.16	163.6	7946.08	163.6	7944.96	163.6	7944.72	163.6	7944.35	163.6	7965.33	163.6	7948.89	163.6	7948.14	163.6	7948.37	163.6	7947.87	163.6	7948.32	163.6	7949.18	163.6	7948.17	163.6	7952.3	163.6	7967.71	163.6	7954.17	163.6	7955.58	163.6	7953.51	163.6	7957.27	163.6	7957.55	163.6	7958.81	163.6	7958.79	163.6	7963.59	163.6	7976.84	163.6	7964.79	163.6	7967.52	163.6	7969.46	163.6	7968.6	163.6	7969.23	163.6	7969.61	163.6	7973.92	163.6	7975.53	163.6	7985.76	163.6	7976.19	163.6	7976.22	163.6	7978.35	163.6	7978.13	163.6	7977.57	163.6	7979.18	163.6	7982.14	163.6	7980.63	163.6	7992.4	163.6	7985.08	163.6	7987.06	163.6	7987.98	163.6	7986.27	163.6	7990.4	163.6	7988.45	163.6	7987.61
164.6	7983.42	164.6	7969.48	164.6	7965.88	164.6	7960.28	164.6	7956.99	164.6	7952.43	164.6	7952.31	164.6	7950.46	164.6	7974.47	164.6	7958.57	164.6	7953.86	164.6	7947.48	164.6	7949.59	164.6	7943.04	164.6	7942.18	164.6	7942.5	164.6	7943.47	164.6	7964.78	164.6	7951.7	164.6	7949.36	164.6	7946.78	164.6	7950.43	164.6	7948.79	164.6	7948.5	164.6	7947.21	164.6	7953.24	164.6	7966.69	164.6	7954.98	164.6	7955.3	164.6	7954.89	164.6	7957.55	164.6	7960.35	164.6	7958.79	164.6	7958.81	164.6	7965.2	164.6	7976.05	164.6	7964.41	164.6	7969.04	164.6	7969.63	164.6	7967.5	164.6	7970.24	164.6	7971.26	164.6	7972.85	164.6	7974.01	164.6	7983.87	164.6	7974.32	164.6	7976.13	164.6	7977.31	164.6	7976.06	164.6	7976.81	164.6	7979.27	164.6	7981.78	164.6	7980.51	164.6	7993.11	164.6	7983.63	164.6	7985.27	164.6	7985.31	164.6	7986.13	164.6	7987.96	164.6	7988.15	164.6	7986.17
