210913_Cbl-b_A03-H11 Fc=2-1 - 1_X	210913_Cbl-b_A03-H11 Fc=2-1 - 1_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 2_X	210913_Cbl-b_A03-H11 Fc=2-1 - 2_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 3_X	210913_Cbl-b_A03-H11 Fc=2-1 - 3_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 4_X	210913_Cbl-b_A03-H11 Fc=2-1 - 4_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 5_X	210913_Cbl-b_A03-H11 Fc=2-1 - 5_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 6_X	210913_Cbl-b_A03-H11 Fc=2-1 - 6_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 7_X	210913_Cbl-b_A03-H11 Fc=2-1 - 7_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 8_X	210913_Cbl-b_A03-H11 Fc=2-1 - 8_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 9_X	210913_Cbl-b_A03-H11 Fc=2-1 - 9_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 10_X	210913_Cbl-b_A03-H1 Fc=2-1 - 10_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 11_X	210913_Cbl-b_A03-H1 Fc=2-1 - 11_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 12_X	210913_Cbl-b_A03-H1 Fc=2-1 - 12_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 13_X	210913_Cbl-b_A03-H1 Fc=2-1 - 13_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 14_X	210913_Cbl-b_A03-H1 Fc=2-1 - 14_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 15_X	210913_Cbl-b_A03-H1 Fc=2-1 - 15_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 16_X	210913_Cbl-b_A03-H1 Fc=2-1 - 16_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 17_X	210913_Cbl-b_A03-H1 Fc=2-1 - 17_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 18_X	210913_Cbl-b_A03-H1 Fc=2-1 - 18_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 19_X	210913_Cbl-b_A03-H1 Fc=2-1 - 19_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 20_X	210913_Cbl-b_A03-H1 Fc=2-1 - 20_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 21_X	210913_Cbl-b_A03-H1 Fc=2-1 - 21_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 22_X	210913_Cbl-b_A03-H1 Fc=2-1 - 22_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 23_X	210913_Cbl-b_A03-H1 Fc=2-1 - 23_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 24_X	210913_Cbl-b_A03-H1 Fc=2-1 - 24_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 25_X	210913_Cbl-b_A03-H1 Fc=2-1 - 25_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 26_X	210913_Cbl-b_A03-H1 Fc=2-1 - 26_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 27_X	210913_Cbl-b_A03-H1 Fc=2-1 - 27_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 28_X	210913_Cbl-b_A03-H1 Fc=2-1 - 28_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 29_X	210913_Cbl-b_A03-H1 Fc=2-1 - 29_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 30_X	210913_Cbl-b_A03-H1 Fc=2-1 - 30_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 31_X	210913_Cbl-b_A03-H1 Fc=2-1 - 31_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 32_X	210913_Cbl-b_A03-H1 Fc=2-1 - 32_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 33_X	210913_Cbl-b_A03-H1 Fc=2-1 - 33_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 34_X	210913_Cbl-b_A03-H1 Fc=2-1 - 34_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 35_X	210913_Cbl-b_A03-H1 Fc=2-1 - 35_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 36_X	210913_Cbl-b_A03-H1 Fc=2-1 - 36_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 37_X	210913_Cbl-b_A03-H1 Fc=2-1 - 37_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 38_X	210913_Cbl-b_A03-H1 Fc=2-1 - 38_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 39_X	210913_Cbl-b_A03-H1 Fc=2-1 - 39_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 40_X	210913_Cbl-b_A03-H1 Fc=2-1 - 40_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 41_X	210913_Cbl-b_A03-H1 Fc=2-1 - 41_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 42_X	210913_Cbl-b_A03-H1 Fc=2-1 - 42_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 43_X	210913_Cbl-b_A03-H1 Fc=2-1 - 43_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 44_X	210913_Cbl-b_A03-H1 Fc=2-1 - 44_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 45_X	210913_Cbl-b_A03-H1 Fc=2-1 - 45_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 46_X	210913_Cbl-b_A03-H1 Fc=2-1 - 46_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 47_X	210913_Cbl-b_A03-H1 Fc=2-1 - 47_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 48_X	210913_Cbl-b_A03-H1 Fc=2-1 - 48_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 49_X	210913_Cbl-b_A03-H1 Fc=2-1 - 49_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 50_X	210913_Cbl-b_A03-H1 Fc=2-1 - 50_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 51_X	210913_Cbl-b_A03-H1 Fc=2-1 - 51_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 52_X	210913_Cbl-b_A03-H1 Fc=2-1 - 52_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 53_X	210913_Cbl-b_A03-H1 Fc=2-1 - 53_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 54_X	210913_Cbl-b_A03-H1 Fc=2-1 - 54_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 55_X	210913_Cbl-b_A03-H1 Fc=2-1 - 55_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 56_X	210913_Cbl-b_A03-H1 Fc=2-1 - 56_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 57_X	210913_Cbl-b_A03-H1 Fc=2-1 - 57_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 58_X	210913_Cbl-b_A03-H1 Fc=2-1 - 58_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 59_X	210913_Cbl-b_A03-H1 Fc=2-1 - 59_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 60_X	210913_Cbl-b_A03-H1 Fc=2-1 - 60_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 61_X	210913_Cbl-b_A03-H1 Fc=2-1 - 61_Y
472.6	7970.1	472.6	7963.49	472.6	7957.09	472.6	7947.01	472.6	7950.36	472.6	7948.06	472.6	7943.96	472.6	7940.58	472.6	7957.67	472.6	7947.52	472.6	7947.28	472.6	7941.39	472.6	7943.58	472.6	7934.84	472.6	7939.7	472.6	7939.04	472.6	7933.73	472.6	7947.05	472.6	7941.42	472.6	7943.49	472.6	7944.57	472.6	7940.56	472.6	7943.04	472.6	7944.81	472.6	7942.72	472.6	7943.98	472.6	7954.63	472.6	7949.52	472.6	7948.1	472.6	7952.78	472.6	7952.71	472.6	7952.92	472.6	7953.92	472.6	7955.65	472.6	7958.61	472.6	7960.87	472.6	7963.11	472.6	7962.65	472.6	7966.74	472.6	7963.91	472.6	7964.82	472.6	7965.63	472.6	7969.74	472.6	7968.73	472.6	7970.59	472.6	7971.09	472.6	7970.13	472.6	7972.5	472.6	7973.32	472.6	7972.11	472.6	7975.46	472.6	7976.05	472.6	7979.25	472.6	7982.22	472.6	7981.68	472.6	7982.92	472.6	7983.43	472.6	7981.69	472.6	7984.7	472.6	7984.06	472.6	7982.78
473.6	7968.66	473.6	7962.17	473.6	7956.99	473.6	7949.01	473.6	7949.53	473.6	7948.01	473.6	7944.78	473.6	7944.1	473.6	7956.41	473.6	7949.89	473.6	7944.31	473.6	7941.25	473.6	7942.48	473.6	7937.34	473.6	7939.96	473.6	7939.2	473.6	7935.71	473.6	7947.87	473.6	7942.44	473.6	7940.18	473.6	7945.28	473.6	7941.42	473.6	7941.88	473.6	7940.77	473.6	7940.71	473.6	7942.88	473.6	7955.2	473.6	7948.87	473.6	7946.05	473.6	7952.84	473.6	7950.89	473.6	7952.41	473.6	7955.01	473.6	7954.38	473.6	7956.46	473.6	7962.38	473.6	7960.68	473.6	7962.63	473.6	7964.6	473.6	7962.5	473.6	7965.61	473.6	7965.19	473.6	7969.27	473.6	7970.33	473.6	7971.19	473.6	7968.83	473.6	7969.67	473.6	7973.53	473.6	7973.47	473.6	7972.44	473.6	7974.19	473.6	7976.22	473.6	7978	473.6	7983.55	473.6	7982.4	473.6	7982.1	473.6	7979.4	473.6	7982.35	473.6	7981.85	473.6	7983.11	473.6	7979.77
474.6	7967.6	474.6	7964.35	474.6	7956.14	474.6	7949.29	474.6	7950.35	474.6	7948.54	474.6	7943.88	474.6	7940.52	474.6	7957.12	474.6	7950.1	474.6	7945.08	474.6	7940.94	474.6	7941.71	474.6	7939.32	474.6	7939.81	474.6	7939.52	474.6	7934.29	474.6	7948.6	474.6	7943.35	474.6	7942.21	474.6	7944.45	474.6	7940.46	474.6	7942.05	474.6	7942.1	474.6	7943.05	474.6	7945.81	474.6	7952.06	474.6	7951.19	474.6	7948.92	474.6	7952.39	474.6	7952.73	474.6	7954.87	474.6	7954.92	474.6	7956.86	474.6	7954.98	474.6	7961.71	474.6	7963.14	474.6	7961.72	474.6	7965.07	474.6	7963.34	474.6	7965	474.6	7966.88	474.6	7970.24	474.6	7969.19	474.6	7969.84	474.6	7968.14	474.6	7969.31	474.6	7972.61	474.6	7974.9	474.6	7974.07	474.6	7975.47	474.6	7976.23	474.6	7976.56	474.6	7981.99	474.6	7981.05	474.6	7980.63	474.6	7979.92	474.6	7981.37	474.6	7982.21	474.6	7981.31	474.6	7979.57
475.6	7968.32	475.6	7964.65	475.6	7958.1	475.6	7948.69	475.6	7947.88	475.6	7949.22	475.6	7945.09	475.6	7944.34	475.6	7959.2	475.6	7948.26	475.6	7945.67	475.6	7940.78	475.6	7941.21	475.6	7939.02	475.6	7940.37	475.6	7939.44	475.6	7935.27	475.6	7946.31	475.6	7943.72	475.6	7941.66	475.6	7942.22	475.6	7942.17	475.6	7941.42	475.6	7943.01	475.6	7943.75	475.6	7943.74	475.6	7954.43	475.6	7951.73	475.6	7949.72	475.6	7953.6	475.6	7951.72	475.6	7953.41	475.6	7955.62	475.6	7957.01	475.6	7957.26	475.6	7964.26	475.6	7962.29	475.6	7964.65	475.6	7964.03	475.6	7963.55	475.6	7963.51	475.6	7968.07	475.6	7970.37	475.6	7966.77	475.6	7972.22	475.6	7969.2	475.6	7970.52	475.6	7970.45	475.6	7973.44	475.6	7973.64	475.6	7976.98	475.6	7976.54	475.6	7977.98	475.6	7982.06	475.6	7981.67	475.6	7982.13	475.6	7980.73	475.6	7981.93	475.6	7982.02	475.6	7982	475.6	7982.78
476.6	7968.45	476.6	7962.9	476.6	7956.43	476.6	7946.37	476.6	7951.67	476.6	7947.1	476.6	7944.47	476.6	7940.92	476.6	7957.19	476.6	7949.52	476.6	7945.69	476.6	7940.6	476.6	7941.49	476.6	7937.47	476.6	7939.82	476.6	7938.42	476.6	7934.23	476.6	7949.15	476.6	7943.48	476.6	7942.25	476.6	7944.14	476.6	7940.72	476.6	7941.23	476.6	7942.92	476.6	7943.08	476.6	7943.72	476.6	7955.12	476.6	7948.7	476.6	7948.85	476.6	7952.93	476.6	7950.86	476.6	7953.56	476.6	7953.76	476.6	7957.99	476.6	7957.65	476.6	7963.57	476.6	7962.57	476.6	7962.59	476.6	7962.77	476.6	7964.1	476.6	7964.85	476.6	7966.97	476.6	7969.31	476.6	7969.82	476.6	7973.66	476.6	7968.92	476.6	7971.12	476.6	7973.18	476.6	7974.37	476.6	7973.54	476.6	7976.66	476.6	7973.7	476.6	7977.9	476.6	7980.79	476.6	7983.21	476.6	7983.5	476.6	7980.11	476.6	7982.79	476.6	7984.48	476.6	7981.51	476.6	7982.59
477.6	7968.49	477.6	7961.57	477.6	7956.16	477.6	7945.74	477.6	7949.68	477.6	7943.33	477.6	7944.1	477.6	7940.96	477.6	7957.11	477.6	7949.67	477.6	7945.13	477.6	7943.61	477.6	7940.49	477.6	7936.95	477.6	7938.05	477.6	7937.08	477.6	7936.39	477.6	7948.25	477.6	7942.41	477.6	7942.02	477.6	7942.31	477.6	7940.44	477.6	7941.1	477.6	7942.75	477.6	7940.76	477.6	7943.34	477.6	7953.36	477.6	7950.71	477.6	7947.89	477.6	7950.91	477.6	7949.57	477.6	7953.04	477.6	7954.65	477.6	7955.65	477.6	7957.72	477.6	7959.88	477.6	7963.96	477.6	7962.27	477.6	7964.96	477.6	7962.15	477.6	7964.52	477.6	7967.76	477.6	7968.62	477.6	7969.16	477.6	7970.33	477.6	7970.63	477.6	7970.13	477.6	7974.74	477.6	7974.54	477.6	7972.68	477.6	7977.4	477.6	7976.05	477.6	7976.94	477.6	7980.82	477.6	7982.77	477.6	7982.13	477.6	7981.23	477.6	7982.93	477.6	7982.63	477.6	7981.15	477.6	7981.83
478.6	7969.98	478.6	7964.06	478.6	7956.56	478.6	7947.37	478.6	7950.46	478.6	7947.11	478.6	7944.54	478.6	7941.51	478.6	7956.96	478.6	7951.02	478.6	7945.54	478.6	7940.59	478.6	7940.5	478.6	7939.78	478.6	7940.14	478.6	7938.16	478.6	7936.99	478.6	7950.37	478.6	7941.55	478.6	7941.67	478.6	7943.17	478.6	7942.01	478.6	7942.03	478.6	7943.28	478.6	7941.97	478.6	7942.37	478.6	7955.32	478.6	7951.51	478.6	7948.39	478.6	7952.83	478.6	7948.31	478.6	7954.13	478.6	7953.97	478.6	7956.49	478.6	7955.35	478.6	7962.32	478.6	7960.01	478.6	7962.82	478.6	7962.36	478.6	7962.39	478.6	7965.43	478.6	7965.76	478.6	7969.56	478.6	7969.33	478.6	7972.69	478.6	7968.52	478.6	7970.76	478.6	7971.66	478.6	7971.56	478.6	7971.09	478.6	7976.72	478.6	7974.24	478.6	7977.28	478.6	7981.68	478.6	7978.2	478.6	7979.72	478.6	7981.57	478.6	7983.4	478.6	7981.7	478.6	7980.27	478.6	7983.03
479.6	7970.33	479.6	7964.15	479.6	7958.12	479.6	7946.55	479.6	7949.94	479.6	7946.69	479.6	7944.48	479.6	7937.87	479.6	7957.98	479.6	7948.54	479.6	7945.45	479.6	7940.43	479.6	7940.55	479.6	7937.08	479.6	7939.84	479.6	7937.68	479.6	7935.81	479.6	7950.4	479.6	7942.39	479.6	7943.38	479.6	7943.76	479.6	7941.33	479.6	7941.3	479.6	7944.83	479.6	7942.62	479.6	7942.82	479.6	7951.93	479.6	7951.18	479.6	7949.36	479.6	7951.62	479.6	7950.77	479.6	7954.1	479.6	7953.26	479.6	7956.26	479.6	7955.97	479.6	7960.9	479.6	7960.96	479.6	7961.22	479.6	7964.68	479.6	7964.06	479.6	7963.45	479.6	7967.58	479.6	7967.36	479.6	7967.97	479.6	7974.14	479.6	7970.36	479.6	7968.76	479.6	7972.46	479.6	7972.84	479.6	7973.31	479.6	7974.46	479.6	7973.87	479.6	7978.09	479.6	7981.58	479.6	7982.66	479.6	7983.49	479.6	7982.31	479.6	7981.8	479.6	7981.2	479.6	7980.68	479.6	7981.16
480.6	7968.69	480.6	7963.74	480.6	7957.01	480.6	7949.36	480.6	7948.78	480.6	7947.02	480.6	7943.33	480.6	7939.73	480.6	7957.77	480.6	7947.49	480.6	7945.83	480.6	7939.29	480.6	7941.51	480.6	7934.56	480.6	7939.76	480.6	7939.48	480.6	7934.77	480.6	7948.09	480.6	7942.23	480.6	7944.26	480.6	7940.58	480.6	7942.17	480.6	7939.71	480.6	7943.35	480.6	7942.56	480.6	7944.28	480.6	7952.61	480.6	7950.12	480.6	7949.97	480.6	7951.95	480.6	7950.07	480.6	7955.64	480.6	7955.29	480.6	7954.78	480.6	7955.87	480.6	7960.33	480.6	7961.49	480.6	7961.6	480.6	7964.29	480.6	7966.06	480.6	7965.54	480.6	7967.11	480.6	7967.86	480.6	7968.26	480.6	7972.76	480.6	7972.01	480.6	7967.56	480.6	7972.26	480.6	7974.07	480.6	7974.62	480.6	7975.4	480.6	7975.54	480.6	7976.2	480.6	7980.95	480.6	7982.06	480.6	7982.3	480.6	7979.81	480.6	7983.86	480.6	7983.91	480.6	7981.56	480.6	7980.49
481.6	7970.51	481.6	7962.6	481.6	7956.23	481.6	7948.2	481.6	7947.09	481.6	7949.03	481.6	7942.64	481.6	7939.83	481.6	7954.97	481.6	7947.55	481.6	7944.49	481.6	7942.32	481.6	7941.42	481.6	7936.09	481.6	7937.82	481.6	7937.06	481.6	7935.77	481.6	7946.2	481.6	7943.04	481.6	7942.44	481.6	7943.1	481.6	7940.28	481.6	7942.11	481.6	7944.28	481.6	7940.77	481.6	7944.5	481.6	7952.86	481.6	7949.66	481.6	7949.42	481.6	7950.99	481.6	7949.3	481.6	7954.83	481.6	7955.04	481.6	7952.33	481.6	7955.74	481.6	7961.83	481.6	7960.91	481.6	7962.99	481.6	7963.89	481.6	7961.39	481.6	7964.75	481.6	7967.53	481.6	7967.75	481.6	7970.7	481.6	7972.9	481.6	7970.5	481.6	7969.66	481.6	7971.44	481.6	7973.58	481.6	7972.71	481.6	7975.82	481.6	7975.34	481.6	7976.78	481.6	7980.27	481.6	7984.09	481.6	7980.85	481.6	7980.38	481.6	7983.71	481.6	7982.18	481.6	7982.69	481.6	7983.03
482.6	7968.77	482.6	7960.06	482.6	7957.51	482.6	7948.4	482.6	7947.21	482.6	7946.53	482.6	7943.8	482.6	7939.94	482.6	7955.41	482.6	7947.81	482.6	7942.18	482.6	7941.33	482.6	7940.78	482.6	7935.66	482.6	7938.25	482.6	7937.84	482.6	7937.15	482.6	7948.5	482.6	7941.24	482.6	7941.87	482.6	7939.63	482.6	7939.02	482.6	7941.01	482.6	7942.17	482.6	7941.32	482.6	7943.19	482.6	7952.45	482.6	7947.26	482.6	7951.77	482.6	7950.54	482.6	7950.1	482.6	7952.21	482.6	7954.97	482.6	7952.77	482.6	7954.46	482.6	7960.77	482.6	7960.94	482.6	7961.06	482.6	7962.3	482.6	7962.66	482.6	7963.86	482.6	7966.73	482.6	7968.36	482.6	7969.69	482.6	7972.25	482.6	7971.22	482.6	7968.87	482.6	7971.39	482.6	7972.3	482.6	7970.75	482.6	7974.11	482.6	7975.08	482.6	7975.36	482.6	7981.11	482.6	7981.98	482.6	7981.64	482.6	7982.93	482.6	7981.58	482.6	7982.47	482.6	7980.6	482.6	7982.64
483.6	7966.49	483.6	7964	483.6	7957.4	483.6	7948.88	483.6	7949.71	483.6	7944.92	483.6	7941.64	483.6	7942.18	483.6	7956.91	483.6	7948.76	483.6	7944.29	483.6	7940.3	483.6	7939.05	483.6	7936.74	483.6	7937.37	483.6	7938.41	483.6	7934.53	483.6	7946.3	483.6	7941.94	483.6	7940.58	483.6	7943.32	483.6	7939.86	483.6	7940.07	483.6	7944.2	483.6	7941.92	483.6	7943.17	483.6	7951.1	483.6	7949.21	483.6	7949.65	483.6	7952.51	483.6	7949.05	483.6	7954.2	483.6	7956.45	483.6	7954.87	483.6	7954.55	483.6	7962.2	483.6	7962	483.6	7961.31	483.6	7962.59	483.6	7963.41	483.6	7964.62	483.6	7966.64	483.6	7968.26	483.6	7970.21	483.6	7972.68	483.6	7971.23	483.6	7967.55	483.6	7972.42	483.6	7972.8	483.6	7971.98	483.6	7973.91	483.6	7972.72	483.6	7974.99	483.6	7979.75	483.6	7980.13	483.6	7981.11	483.6	7980.58	483.6	7980.93	483.6	7979.56	483.6	7978.24	483.6	7979.5
484.6	7964.6	484.6	7962.76	484.6	7954.37	484.6	7948.26	484.6	7945.67	484.6	7943.7	484.6	7935.23	484.6	7938.13	484.6	7953.45	484.6	7946	484.6	7941.63	484.6	7939.15	484.6	7940.4	484.6	7934.99	484.6	7938.85	484.6	7935.84	484.6	7933.95	484.6	7943.62	484.6	7942.61	484.6	7939.69	484.6	7942.99	484.6	7939.59	484.6	7939.26	484.6	7942.16	484.6	7943.33	484.6	7942.3	484.6	7951.59	484.6	7947.35	484.6	7951.68	484.6	7950.07	484.6	7952.83	484.6	7954.48	484.6	7953.57	484.6	7953.43	484.6	7956.02	484.6	7958.85	484.6	7961.49	484.6	7961.63	484.6	7962.9	484.6	7963.2	484.6	7963.19	484.6	7966.79	484.6	7967.78	484.6	7968.86	484.6	7967.63	484.6	7968.41	484.6	7967.56	484.6	7972.23	484.6	7971.66	484.6	7969.79	484.6	7974.53	484.6	7973.66	484.6	7974.58	484.6	7979.74	484.6	7979.82	484.6	7979.73	484.6	7978.04	484.6	7982.51	484.6	7982.52	484.6	7981.57	484.6	7981.57
485.6	7963.99	485.6	7961.9	485.6	7948.59	485.6	7929.69	485.6	7934.92	485.6	7932.8	485.6	7930.26	485.6	7928.9	485.6	7951.72	485.6	7930.83	485.6	7938.2	485.6	7939.1	485.6	7940.54	485.6	7923.63	485.6	7937.33	485.6	7923.21	485.6	7917.7	485.6	7922.1	485.6	7942.46	485.6	7938.71	485.6	7931.86	485.6	7936.87	485.6	7938.77	485.6	7941.39	485.6	7940.49	485.6	7942.38	485.6	7942.76	485.6	7943.52	485.6	7949.81	485.6	7949.58	485.6	7949.75	485.6	7952.75	485.6	7952.77	485.6	7951.91	485.6	7953.01	485.6	7943.68	485.6	7959.2	485.6	7960.45	485.6	7961.93	485.6	7961.47	485.6	7962.79	485.6	7966.65	485.6	7967.45	485.6	7968.99	485.6	7954.75	485.6	7968.02	485.6	7968.72	485.6	7971.29	485.6	7971.72	485.6	7972.25	485.6	7974.17	485.6	7972.68	485.6	7974.23	485.6	7963.9	485.6	7979.23	485.6	7978.32	485.6	7980.47	485.6	7982.6	485.6	7980.87	485.6	7980.86	485.6	7979.9
486.6	7978.59	486.6	7943.69	486.6	7957.73	486.6	7950.23	486.6	7942.8	486.6	7940.02	486.6	7953.23	486.6	7939.62	486.6	7939.5	486.6	7947.53	486.6	7936.11	486.6	7918.29	486.6	7927.39	486.6	7931.51	486.6	7919.11	486.6	7926.15	486.6	7933.24	486.6	7948.69	486.6	7922.47	486.6	7922.95	486.6	7935.36	486.6	7926.17	486.6	7921.09	486.6	7929.8	486.6	7929.74	486.6	7918.83	486.6	7950.56	486.6	7930.06	486.6	7941.25	486.6	7939.49	486.6	7934.12	486.6	7937.25	486.6	7947.92	486.6	7942.45	486.6	7938.55	486.6	7959.13	486.6	7952.42	486.6	7956.82	486.6	7952.46	486.6	7951.46	486.6	7946.19	486.6	7966.6	486.6	7966.39	486.6	7968.89	486.6	7979.98	486.6	7950.65	486.6	7966.54	486.6	7972.25	486.6	7971.43	486.6	7970.15	486.6	7973.52	486.6	7971.53	486.6	7974.78	486.6	7981.77	486.6	7974.78	486.6	7967.87	486.6	7979	486.6	7981.17	486.6	7979.5	486.6	7979.95	486.6	7982.01
487.6	7983.47	487.6	7966.14	487.6	7972.25	487.6	7971.63	487.6	7963.92	487.6	7961.69	487.6	7964.88	487.6	7956.7	487.6	7963.15	487.6	7967.95	487.6	7954.87	487.6	7941.84	487.6	7938.67	487.6	7950.45	487.6	7938.56	487.6	7952.02	487.6	7952.68	487.6	7973.52	487.6	7944.46	487.6	7942.62	487.6	7958.25	487.6	7935.3	487.6	7944.51	487.6	7946.37	487.6	7940.23	487.6	7944.44	487.6	7964.15	487.6	7957.19	487.6	7951.12	487.6	7945.4	487.6	7954.01	487.6	7946.3	487.6	7947.19	487.6	7952.79	487.6	7955.44	487.6	7977.91	487.6	7955.4	487.6	7945.21	487.6	7958.31	487.6	7962.47	487.6	7963.94	487.6	7949.51	487.6	7950.46	487.6	7961.75	487.6	7991.49	487.6	7965.59	487.6	7951.63	487.6	7966.5	487.6	7964.77	487.6	7951.14	487.6	7961.42	487.6	7950.42	487.6	7958.77	487.6	8001.29	487.6	7964.12	487.6	7975.3	487.6	7971.11	487.6	7970.19	487.6	7971.89	487.6	7970.37	487.6	7979.01
488.6	7975.36	488.6	7984.28	488.6	7961.35	488.6	7957.01	488.6	7956.83	488.6	7959.79	488.6	7951.05	488.6	7948.4	488.6	7979.29	488.6	7958.54	488.6	7958.25	488.6	7962.38	488.6	7957.8	488.6	7947.01	488.6	7958.81	488.6	7955.23	488.6	7944.63	488.6	7954.7	488.6	7965.18	488.6	7965.83	488.6	7954.8	488.6	7955.35	488.6	7964.61	488.6	7961.43	488.6	7958.14	488.6	7969.63	488.6	7959.23	488.6	7971.88	488.6	7962.1	488.6	7965.78	488.6	7969.93	488.6	7970.11	488.6	7962.6	488.6	7966.16	488.6	7974.19	488.6	7971.91	488.6	7974.62	488.6	7966.47	488.6	7976.61	488.6	7980.87	488.6	7984.27	488.6	7965.59	488.6	7968.46	488.6	7971.97	488.6	7977.49	488.6	7989.91	488.6	7963.08	488.6	7954.09	488.6	7977.67	488.6	7973.17	488.6	7976.83	488.6	7976.42	488.6	7981.68	488.6	7986.65	488.6	7990.49	488.6	7993.92	488.6	7982.25	488.6	7977.46	488.6	7982.32	488.6	7975.82	488.6	7969.18
489.6	7973.27	489.6	7967.89	489.6	7962.02	489.6	7952.68	489.6	7949.71	489.6	7948.63	489.6	7948.98	489.6	7943.31	489.6	7962.93	489.6	7952.53	489.6	7948.94	489.6	7948.49	489.6	7953.52	489.6	7941.53	489.6	7945.42	489.6	7940.86	489.6	7939.23	489.6	7950.92	489.6	7950.95	489.6	7950.13	489.6	7946.13	489.6	7948.64	489.6	7948.59	489.6	7949.85	489.6	7951.96	489.6	7951.77	489.6	7958.31	489.6	7954.71	489.6	7953.72	489.6	7962.05	489.6	7958.09	489.6	7969.73	489.6	7966.06	489.6	7964.71	489.6	7962.37	489.6	7966.36	489.6	7971.93	489.6	7981.8	489.6	7974.34	489.6	7972.66	489.6	7972.87	489.6	7986.75	489.6	7989.47	489.6	7984.17	489.6	7978.8	489.6	7980.72	489.6	7985.21	489.6	7978.02	489.6	7987.27	489.6	7992.71	489.6	7989.47	489.6	7998.79	489.6	7998.54	489.6	7983.17	489.6	8002.34	489.6	7989.17	489.6	7992.79	489.6	7993.5	489.6	7996.95	489.6	7993.39	489.6	7982.76
