211102_screening_A03 Fc=4-3 - 1_X	211102_screening_A03 Fc=4-3 - 1_Y	211102_screening_A03 Fc=4-3 - 2_X	211102_screening_A03 Fc=4-3 - 2_Y	211102_screening_A03 Fc=4-3 - 3_X	211102_screening_A03 Fc=4-3 - 3_Y	211102_screening_A03 Fc=4-3 - 4_X	211102_screening_A03 Fc=4-3 - 4_Y	211102_screening_A03 Fc=4-3 - 5_X	211102_screening_A03 Fc=4-3 - 5_Y	211102_screening_A03 Fc=4-3 - 6_X	211102_screening_A03 Fc=4-3 - 6_Y	211102_screening_A03 Fc=4-3 - 7_X	211102_screening_A03 Fc=4-3 - 7_Y	211102_screening_A03 Fc=4-3 - 8_X	211102_screening_A03 Fc=4-3 - 8_Y	211102_screening_A03 Fc=4-3 - 9_X	211102_screening_A03 Fc=4-3 - 9_Y	211102_screening_A0 Fc=4-3 - 10_X	211102_screening_A0 Fc=4-3 - 10_Y	211102_screening_A0 Fc=4-3 - 11_X	211102_screening_A0 Fc=4-3 - 11_Y	211102_screening_A0 Fc=4-3 - 12_X	211102_screening_A0 Fc=4-3 - 12_Y	211102_screening_A0 Fc=4-3 - 13_X	211102_screening_A0 Fc=4-3 - 13_Y	211102_screening_A0 Fc=4-3 - 14_X	211102_screening_A0 Fc=4-3 - 14_Y	211102_screening_A0 Fc=4-3 - 15_X	211102_screening_A0 Fc=4-3 - 15_Y	211102_screening_A0 Fc=4-3 - 16_X	211102_screening_A0 Fc=4-3 - 16_Y	211102_screening_A0 Fc=4-3 - 17_X	211102_screening_A0 Fc=4-3 - 17_Y	211102_screening_A0 Fc=4-3 - 18_X	211102_screening_A0 Fc=4-3 - 18_Y	211102_screening_A0 Fc=4-3 - 19_X	211102_screening_A0 Fc=4-3 - 19_Y	211102_screening_A0 Fc=4-3 - 20_X	211102_screening_A0 Fc=4-3 - 20_Y	211102_screening_A0 Fc=4-3 - 21_X	211102_screening_A0 Fc=4-3 - 21_Y	211102_screening_A0 Fc=4-3 - 22_X	211102_screening_A0 Fc=4-3 - 22_Y	211102_screening_A0 Fc=4-3 - 23_X	211102_screening_A0 Fc=4-3 - 23_Y	211102_screening_A0 Fc=4-3 - 24_X	211102_screening_A0 Fc=4-3 - 24_Y	211102_screening_A0 Fc=4-3 - 25_X	211102_screening_A0 Fc=4-3 - 25_Y	211102_screening_A0 Fc=4-3 - 26_X	211102_screening_A0 Fc=4-3 - 26_Y	211102_screening_A0 Fc=4-3 - 27_X	211102_screening_A0 Fc=4-3 - 27_Y	211102_screening_A0 Fc=4-3 - 28_X	211102_screening_A0 Fc=4-3 - 28_Y	211102_screening_A0 Fc=4-3 - 29_X	211102_screening_A0 Fc=4-3 - 29_Y	211102_screening_A0 Fc=4-3 - 30_X	211102_screening_A0 Fc=4-3 - 30_Y	211102_screening_A0 Fc=4-3 - 31_X	211102_screening_A0 Fc=4-3 - 31_Y	211102_screening_A0 Fc=4-3 - 32_X	211102_screening_A0 Fc=4-3 - 32_Y	211102_screening_A0 Fc=4-3 - 33_X	211102_screening_A0 Fc=4-3 - 33_Y	211102_screening_A0 Fc=4-3 - 34_X	211102_screening_A0 Fc=4-3 - 34_Y	211102_screening_A0 Fc=4-3 - 35_X	211102_screening_A0 Fc=4-3 - 35_Y	211102_screening_A0 Fc=4-3 - 36_X	211102_screening_A0 Fc=4-3 - 36_Y	211102_screening_A0 Fc=4-3 - 37_X	211102_screening_A0 Fc=4-3 - 37_Y	211102_screening_A0 Fc=4-3 - 38_X	211102_screening_A0 Fc=4-3 - 38_Y	211102_screening_A0 Fc=4-3 - 39_X	211102_screening_A0 Fc=4-3 - 39_Y	211102_screening_A0 Fc=4-3 - 40_X	211102_screening_A0 Fc=4-3 - 40_Y	211102_screening_A0 Fc=4-3 - 41_X	211102_screening_A0 Fc=4-3 - 41_Y	211102_screening_A0 Fc=4-3 - 42_X	211102_screening_A0 Fc=4-3 - 42_Y	211102_screening_A0 Fc=4-3 - 43_X	211102_screening_A0 Fc=4-3 - 43_Y	211102_screening_A0 Fc=4-3 - 44_X	211102_screening_A0 Fc=4-3 - 44_Y	211102_screening_A0 Fc=4-3 - 45_X	211102_screening_A0 Fc=4-3 - 45_Y	211102_screening_A0 Fc=4-3 - 46_X	211102_screening_A0 Fc=4-3 - 46_Y	211102_screening_A0 Fc=4-3 - 47_X	211102_screening_A0 Fc=4-3 - 47_Y	211102_screening_A0 Fc=4-3 - 48_X	211102_screening_A0 Fc=4-3 - 48_Y	211102_screening_A0 Fc=4-3 - 49_X	211102_screening_A0 Fc=4-3 - 49_Y	211102_screening_A0 Fc=4-3 - 50_X	211102_screening_A0 Fc=4-3 - 50_Y
485.8	8711.51	485.8	8702.51	485.8	8701.6	485.8	8695.83	485.8	8690.28	485.8	8690.33	485.8	8680.98	485.8	8682.91	485.8	8693.91	485.8	8688.92	485.8	8683.32	485.8	8681.87	485.8	8678.41	485.8	8679.37	485.8	8677.71	485.8	8678.17	485.8	8675.79	485.8	8673.48	485.8	8685.96	485.8	8680.27	485.8	8685.95	485.8	8684.2	485.8	8684.24	485.8	8687.31	485.8	8684.55	485.8	8689.19	485.8	8692.08	485.8	8689.59	485.8	8702.14	485.8	8702.32	485.8	8697.2	485.8	8703.32	485.8	8702.29	485.8	8707.33	485.8	8708.64	485.8	8706.65	485.8	8711.84	485.8	8713.98	485.8	8719.26	485.8	8718.75	485.8	8721.67	485.8	8722.31	485.8	8722.84	485.8	8724.02	485.8	8729.24	485.8	8731.22	485.8	8733.4	485.8	8732.22	485.8	8733.4	485.8	8741.28
486.8	8716.51	486.8	8705.64	486.8	8703.05	486.8	8696.18	486.8	8694.8	486.8	8690.74	486.8	8681.36	486.8	8680.9	486.8	8692.72	486.8	8688.38	486.8	8686.09	486.8	8682.68	486.8	8679.51	486.8	8679.54	486.8	8676.25	486.8	8674.73	486.8	8672.7	486.8	8674.17	486.8	8685.99	486.8	8681.96	486.8	8680.8	486.8	8679.76	486.8	8682.94	486.8	8685.24	486.8	8685.71	486.8	8689.94	486.8	8687.78	486.8	8692.85	486.8	8703.01	486.8	8701.89	486.8	8701.76	486.8	8702.62	486.8	8704.42	486.8	8708.48	486.8	8706.67	486.8	8709.92	486.8	8710.62	486.8	8712.96	486.8	8718.97	486.8	8721.55	486.8	8722.68	486.8	8720.38	486.8	8721.87	486.8	8726.24	486.8	8727.53	486.8	8731.08	486.8	8732.96	486.8	8732.24	486.8	8734.06	486.8	8739.19
487.8	8718.66	487.8	8705.14	487.8	8699.71	487.8	8695.83	487.8	8693.21	487.8	8693.32	487.8	8683.57	487.8	8680.41	487.8	8690.38	487.8	8687.04	487.8	8686.38	487.8	8682.05	487.8	8681.46	487.8	8676.71	487.8	8675.21	487.8	8673.51	487.8	8674.95	487.8	8672.16	487.8	8684.4	487.8	8677.02	487.8	8681.63	487.8	8684.02	487.8	8683.42	487.8	8684.61	487.8	8685.33	487.8	8690.25	487.8	8689.38	487.8	8689.54	487.8	8698.21	487.8	8700.16	487.8	8698.72	487.8	8700.66	487.8	8702.02	487.8	8709.6	487.8	8708.05	487.8	8712.35	487.8	8712.31	487.8	8713.23	487.8	8719.52	487.8	8724.07	487.8	8723.97	487.8	8719.85	487.8	8724.75	487.8	8723.75	487.8	8728.09	487.8	8734.85	487.8	8731.7	487.8	8730.85	487.8	8733.82	487.8	8735.13
488.8	8716.05	488.8	8703.9	488.8	8698.28	488.8	8695.64	488.8	8691.23	488.8	8689.67	488.8	8681.13	488.8	8681.2	488.8	8693.59	488.8	8687.67	488.8	8688.1	488.8	8683.11	488.8	8676.65	488.8	8676.45	488.8	8675.35	488.8	8671.24	488.8	8670.52	488.8	8673.51	488.8	8688.28	488.8	8676.6	488.8	8681.57	488.8	8682.21	488.8	8679.2	488.8	8683.52	488.8	8683.65	488.8	8690.21	488.8	8691.64	488.8	8689.51	488.8	8699.56	488.8	8699.39	488.8	8698.68	488.8	8700.59	488.8	8704.35	488.8	8711.41	488.8	8709.61	488.8	8710.1	488.8	8713.14	488.8	8717.17	488.8	8716.92	488.8	8717.44	488.8	8721.15	488.8	8720.23	488.8	8723.77	488.8	8723.93	488.8	8727.46	488.8	8733.43	488.8	8732.61	488.8	8730.72	488.8	8735.42	488.8	8737.34
489.8	8719.35	489.8	8702.25	489.8	8702.7	489.8	8694.3	489.8	8692.3	489.8	8685.77	489.8	8680.28	489.8	8681.53	489.8	8694.7	489.8	8685.99	489.8	8683.12	489.8	8684.7	489.8	8678.64	489.8	8674.95	489.8	8672.01	489.8	8674.63	489.8	8672.88	489.8	8676.89	489.8	8685.24	489.8	8680.09	489.8	8683.13	489.8	8682.12	489.8	8678.18	489.8	8689.08	489.8	8685.85	489.8	8686.1	489.8	8692.46	489.8	8693.54	489.8	8699.36	489.8	8701.28	489.8	8701.89	489.8	8704.25	489.8	8704.33	489.8	8711.22	489.8	8709.05	489.8	8713	489.8	8715.51	489.8	8712.69	489.8	8717.74	489.8	8722.12	489.8	8720.96	489.8	8722.84	489.8	8721.64	489.8	8724.78	489.8	8728.49	489.8	8731.33	489.8	8731.26	489.8	8734.74	489.8	8736.2	489.8	8736.46
490.8	8711.54	490.8	8705.77	490.8	8700.96	490.8	8694.79	490.8	8695.91	490.8	8689.12	490.8	8678.32	490.8	8679.39	490.8	8694.47	490.8	8687.29	490.8	8684.33	490.8	8679.46	490.8	8677.42	490.8	8677.5	490.8	8674.71	490.8	8677.26	490.8	8675.74	490.8	8678.22	490.8	8685.14	490.8	8678.22	490.8	8684.67	490.8	8680.96	490.8	8678.52	490.8	8688.75	490.8	8688.33	490.8	8689.44	490.8	8689.16	490.8	8696.94	490.8	8699.41	490.8	8700.61	490.8	8698.81	490.8	8703.29	490.8	8703.5	490.8	8708.06	490.8	8705.11	490.8	8713.89	490.8	8711.78	490.8	8717.54	490.8	8715.39	490.8	8719.7	490.8	8720.75	490.8	8722.32	490.8	8719.26	490.8	8723.61	490.8	8727.83	490.8	8734.66	490.8	8729.13	490.8	8732.36	490.8	8736.48	490.8	8735.48
491.8	8717.62	491.8	8703.09	491.8	8700.81	491.8	8694	491.8	8697.55	491.8	8689.56	491.8	8683.42	491.8	8680.25	491.8	8694.53	491.8	8688.68	491.8	8685.28	491.8	8681.57	491.8	8675.7	491.8	8676.18	491.8	8674.03	491.8	8677.36	491.8	8675.96	491.8	8675.41	491.8	8685.9	491.8	8681.33	491.8	8684	491.8	8683.14	491.8	8680.54	491.8	8689.16	491.8	8688.76	491.8	8689.62	491.8	8692.33	491.8	8694.14	491.8	8700.2	491.8	8700.3	491.8	8699.75	491.8	8705.73	491.8	8707.1	491.8	8709.12	491.8	8705.82	491.8	8711.98	491.8	8711.71	491.8	8715.52	491.8	8717.66	491.8	8719.1	491.8	8721.94	491.8	8723.71	491.8	8723.84	491.8	8724.74	491.8	8726.59	491.8	8732.81	491.8	8730.06	491.8	8734.34	491.8	8735.66	491.8	8740.13
492.8	8713.4	492.8	8706.8	492.8	8699.47	492.8	8698.86	492.8	8694.31	492.8	8688.15	492.8	8680.5	492.8	8679.12	492.8	8693.98	492.8	8688.69	492.8	8686.71	492.8	8680.61	492.8	8679.23	492.8	8673.06	492.8	8676.35	492.8	8677.5	492.8	8674.54	492.8	8676.95	492.8	8683.9	492.8	8679.87	492.8	8682.8	492.8	8684.68	492.8	8682.27	492.8	8685.54	492.8	8686.27	492.8	8692.13	492.8	8690.24	492.8	8695.45	492.8	8700.56	492.8	8698.54	492.8	8703.56	492.8	8704.65	492.8	8705.88	492.8	8707.57	492.8	8703.67	492.8	8712.66	492.8	8708.48	492.8	8715.63	492.8	8721.84	492.8	8719.4	492.8	8723.99	492.8	8722.57	492.8	8723.75	492.8	8724.86	492.8	8725.74	492.8	8730.27	492.8	8732.14	492.8	8735.02	492.8	8736.28	492.8	8737.41
493.8	8714.84	493.8	8704.79	493.8	8702.3	493.8	8696.92	493.8	8692.35	493.8	8686.53	493.8	8681.83	493.8	8682.78	493.8	8691.68	493.8	8687.05	493.8	8688.27	493.8	8681.73	493.8	8675	493.8	8675.84	493.8	8678.53	493.8	8675.21	493.8	8673.25	493.8	8677.16	493.8	8684.87	493.8	8684.55	493.8	8682.39	493.8	8686.1	493.8	8685.03	493.8	8687.86	493.8	8687.18	493.8	8691.06	493.8	8691.06	493.8	8696.33	493.8	8697.87	493.8	8699.62	493.8	8699.83	493.8	8703.91	493.8	8709.06	493.8	8709.69	493.8	8705.4	493.8	8713.04	493.8	8713.27	493.8	8716.02	493.8	8718.85	493.8	8716.81	493.8	8720.38	493.8	8720.64	493.8	8722.75	493.8	8723.9	493.8	8726.26	493.8	8733.46	493.8	8733.12	493.8	8732.48	493.8	8735.92	493.8	8737.45
494.8	8714.56	494.8	8706.49	494.8	8701.29	494.8	8695.07	494.8	8690.54	494.8	8689.6	494.8	8682.96	494.8	8681.69	494.8	8694.87	494.8	8686.6	494.8	8686.17	494.8	8682.96	494.8	8675.32	494.8	8676.81	494.8	8677.56	494.8	8675.21	494.8	8676.12	494.8	8677.55	494.8	8687.34	494.8	8681.1	494.8	8680.49	494.8	8683.92	494.8	8682.7	494.8	8686.19	494.8	8683.5	494.8	8689.46	494.8	8695.4	494.8	8696.61	494.8	8702.56	494.8	8703.01	494.8	8700.16	494.8	8705.63	494.8	8703.92	494.8	8709.72	494.8	8709.51	494.8	8709.02	494.8	8714.71	494.8	8711.29	494.8	8718.51	494.8	8717.96	494.8	8719.28	494.8	8721.79	494.8	8723.29	494.8	8723.52	494.8	8726.56	494.8	8731.08	494.8	8732.79	494.8	8733.72	494.8	8736.48	494.8	8733.68
495.8	8713.66	495.8	8705.13	495.8	8701.85	495.8	8696.89	495.8	8695.29	495.8	8691.13	495.8	8683.89	495.8	8681.36	495.8	8692.88	495.8	8687.39	495.8	8684.13	495.8	8683.4	495.8	8675.27	495.8	8678.28	495.8	8676.06	495.8	8674.42	495.8	8674.88	495.8	8678.9	495.8	8684.69	495.8	8674.07	495.8	8681.05	495.8	8682.28	495.8	8682.15	495.8	8685.34	495.8	8685.05	495.8	8687.66	495.8	8690.44	495.8	8695.8	495.8	8699.28	495.8	8702.71	495.8	8698.66	495.8	8704.31	495.8	8708.23	495.8	8706.69	495.8	8708.04	495.8	8714.18	495.8	8713.32	495.8	8713.02	495.8	8718.9	495.8	8716.95	495.8	8721.28	495.8	8719.18	495.8	8723.38	495.8	8725.58	495.8	8726.38	495.8	8735.98	495.8	8733.14	495.8	8733.18	495.8	8733.47	495.8	8734.09
496.8	8718.13	496.8	8705.26	496.8	8700.8	496.8	8694.49	496.8	8694.1	496.8	8689.08	496.8	8686.16	496.8	8678.74	496.8	8693.93	496.8	8685.6	496.8	8683.3	496.8	8685.69	496.8	8679.35	496.8	8679.54	496.8	8676.74	496.8	8674.05	496.8	8674.1	496.8	8675.13	496.8	8686.82	496.8	8677.77	496.8	8682.94	496.8	8683.01	496.8	8684.99	496.8	8683.62	496.8	8687.27	496.8	8689.25	496.8	8694.5	496.8	8695.55	496.8	8702.07	496.8	8699.35	496.8	8697.69	496.8	8706.56	496.8	8704.24	496.8	8708.14	496.8	8707.52	496.8	8712.51	496.8	8712.77	496.8	8711.46	496.8	8716.6	496.8	8718.15	496.8	8722.46	496.8	8720.97	496.8	8723.06	496.8	8724.41	496.8	8725.41	496.8	8734.3	496.8	8732.68	496.8	8736.16	496.8	8734.03	496.8	8734.05
497.8	8717.1	497.8	8706.91	497.8	8703.29	497.8	8693.06	497.8	8689.82	497.8	8690.79	497.8	8686.64	497.8	8680.71	497.8	8696.66	497.8	8686.25	497.8	8687.62	497.8	8683.42	497.8	8673.72	497.8	8678.04	497.8	8674.46	497.8	8674.23	497.8	8672.24	497.8	8677.13	497.8	8687.59	497.8	8678.89	497.8	8679.61	497.8	8680.99	497.8	8681.16	497.8	8687.43	497.8	8688.56	497.8	8690.05	497.8	8693.42	497.8	8691.93	497.8	8701.61	497.8	8701.28	497.8	8700.39	497.8	8705.02	497.8	8706.04	497.8	8708.06	497.8	8707.42	497.8	8712.41	497.8	8714.09	497.8	8710.58	497.8	8719.31	497.8	8716.41	497.8	8723.21	497.8	8719.77	497.8	8723.19	497.8	8726.98	497.8	8728.82	497.8	8733.91	497.8	8730.21	497.8	8736.4	497.8	8734.3	497.8	8738.18
498.8	8714.75	498.8	8703.55	498.8	8700.85	498.8	8696.89	498.8	8690.11	498.8	8687.58	498.8	8685.63	498.8	8680.45	498.8	8697.04	498.8	8689.9	498.8	8686.43	498.8	8683.41	498.8	8675.03	498.8	8678.99	498.8	8677.16	498.8	8676.12	498.8	8670.73	498.8	8677.08	498.8	8682.58	498.8	8678.37	498.8	8682.31	498.8	8681.42	498.8	8681.19	498.8	8687.17	498.8	8688.95	498.8	8686.53	498.8	8690.49	498.8	8694.89	498.8	8699.93	498.8	8698.52	498.8	8701.62	498.8	8704.72	498.8	8705.97	498.8	8710.54	498.8	8706.72	498.8	8710.93	498.8	8712.48	498.8	8715.53	498.8	8718.32	498.8	8716.89	498.8	8720.81	498.8	8721.54	498.8	8726.5	498.8	8724.95	498.8	8729.66	498.8	8732.5	498.8	8730.19	498.8	8731.63	498.8	8735.4	498.8	8736.91
499.8	8714.13	499.8	8709.81	499.8	8701.64	499.8	8693.87	499.8	8690.88	499.8	8690.61	499.8	8681.12	499.8	8680.19	499.8	8697.3	499.8	8687.05	499.8	8685.09	499.8	8683.49	499.8	8676.79	499.8	8679.63	499.8	8675.98	499.8	8676.7	499.8	8670.83	499.8	8675.81	499.8	8683.14	499.8	8680.26	499.8	8682.31	499.8	8681.02	499.8	8684.21	499.8	8685.5	499.8	8683.68	499.8	8689.04	499.8	8692.3	499.8	8697.68	499.8	8700.87	499.8	8701.95	499.8	8703.92	499.8	8701.24	499.8	8705.33	499.8	8707.2	499.8	8705.42	499.8	8711.41	499.8	8711.34	499.8	8711.9	499.8	8716.31	499.8	8715.56	499.8	8722.8	499.8	8724.05	499.8	8723.39	499.8	8726.16	499.8	8729.8	499.8	8731.77	499.8	8730.98	499.8	8736.18	499.8	8733.95	499.8	8737.42
500.8	8716.81	500.8	8707.08	500.8	8700.15	500.8	8693.55	500.8	8688.89	500.8	8693.53	500.8	8683.29	500.8	8680	500.8	8697.84	500.8	8689.08	500.8	8688.3	500.8	8679.72	500.8	8673.22	500.8	8681.7	500.8	8677.23	500.8	8676.34	500.8	8673.53	500.8	8674.79	500.8	8683.55	500.8	8681.51	500.8	8681.06	500.8	8681.77	500.8	8681.95	500.8	8686.02	500.8	8684.23	500.8	8687.95	500.8	8696.41	500.8	8692.78	500.8	8700.94	500.8	8700.93	500.8	8702.89	500.8	8703.47	500.8	8703.32	500.8	8709.96	500.8	8705.44	500.8	8713.65	500.8	8715.84	500.8	8715.29	500.8	8718.31	500.8	8716.83	500.8	8724.7	500.8	8722.14	500.8	8723.88	500.8	8724.64	500.8	8730.16	500.8	8731.19	500.8	8734.3	500.8	8733.87	500.8	8735.45	500.8	8737.82
501.8	8714.63	501.8	8706.42	501.8	8700.04	501.8	8696.91	501.8	8694.52	501.8	8694.76	501.8	8683.97	501.8	8679.17	501.8	8693.69	501.8	8688.38	501.8	8686.21	501.8	8681.61	501.8	8679.19	501.8	8677.05	501.8	8677.45	501.8	8676.34	501.8	8670.51	501.8	8676.45	501.8	8688.09	501.8	8684.14	501.8	8683.66	501.8	8679.49	501.8	8684.15	501.8	8687.95	501.8	8685.11	501.8	8689.11	501.8	8691.05	501.8	8692.4	501.8	8698.66	501.8	8699.26	501.8	8698.97	501.8	8705.65	501.8	8704.98	501.8	8709.88	501.8	8707.59	501.8	8709.26	501.8	8712.12	501.8	8714.15	501.8	8715.17	501.8	8719.18	501.8	8723.4	501.8	8724.22	501.8	8726.26	501.8	8723.5	501.8	8730.44	501.8	8733.58	501.8	8731.78	501.8	8734.89	501.8	8734.16	501.8	8738.34
502.8	8717.72	502.8	8703.68	502.8	8702.67	502.8	8696.92	502.8	8692.87	502.8	8693.31	502.8	8682.9	502.8	8676.54	502.8	8693.13	502.8	8685.94	502.8	8683.76	502.8	8681.57	502.8	8677.91	502.8	8674.72	502.8	8675.21	502.8	8674.79	502.8	8672.98	502.8	8681.02	502.8	8688.15	502.8	8681.25	502.8	8682.29	502.8	8683.78	502.8	8683.58	502.8	8688.09	502.8	8685.71	502.8	8687.23	502.8	8692.34	502.8	8692.69	502.8	8699.45	502.8	8699.39	502.8	8697.41	502.8	8702.49	502.8	8707.34	502.8	8714.79	502.8	8707.17	502.8	8711.89	502.8	8712.26	502.8	8713.71	502.8	8719.7	502.8	8719.01	502.8	8720.56	502.8	8723.87	502.8	8724.51	502.8	8721.66	502.8	8729.95	502.8	8736.05	502.8	8730.75	502.8	8735.5	502.8	8733.99	502.8	8735.74
503.8	8716	503.8	8704.99	503.8	8701.82	503.8	8697.45	503.8	8688.98	503.8	8690.04	503.8	8684.22	503.8	8681.4	503.8	8691.91	503.8	8687.96	503.8	8684.12	503.8	8681.75	503.8	8676.82	503.8	8674.98	503.8	8674.24	503.8	8676.7	503.8	8675.16	503.8	8679.01	503.8	8685.7	503.8	8680.71	503.8	8682.19	503.8	8681.9	503.8	8683.89	503.8	8689.28	503.8	8688.4	503.8	8689.36	503.8	8692.83	503.8	8693.27	503.8	8701.78	503.8	8699.81	503.8	8703.09	503.8	8705.35	503.8	8705.33	503.8	8710.92	503.8	8707.43	503.8	8711.01	503.8	8712.69	503.8	8712.73	503.8	8718.22	503.8	8717.95	503.8	8723.31	503.8	8722.54	503.8	8725.82	503.8	8723.69	503.8	8729.42	503.8	8735.06	503.8	8730.97	503.8	8735.27	503.8	8730.27	503.8	8738.96
504.8	8716.76	504.8	8707.39	504.8	8699.76	504.8	8694.9	504.8	8695.18	504.8	8689.87	504.8	8682.92	504.8	8681.98	504.8	8693.9	504.8	8690.6	504.8	8684.62	504.8	8680.92	504.8	8678.74	504.8	8677.39	504.8	8680.48	504.8	8676.11	504.8	8674.67	504.8	8672.7	504.8	8684.96	504.8	8680.43	504.8	8684.81	504.8	8683.52	504.8	8683.52	504.8	8687.83	504.8	8683.6	504.8	8689.91	504.8	8690.51	504.8	8693.28	504.8	8701.73	504.8	8701.63	504.8	8703.82	504.8	8702.16	504.8	8702.48	504.8	8710.69	504.8	8707.92	504.8	8710.36	504.8	8711.76	504.8	8715.89	504.8	8718.1	504.8	8719.75	504.8	8724.44	504.8	8724.96	504.8	8725.63	504.8	8726.34	504.8	8733.55	504.8	8734.42	504.8	8732.18	504.8	8733.11	504.8	8736.61	504.8	8737.5
505.8	8714.08	505.8	8703.37	505.8	8698.96	505.8	8695.68	505.8	8695.61	505.8	8688.32	505.8	8682.09	505.8	8683.08	505.8	8692.05	505.8	8687.41	505.8	8682.23	505.8	8683.36	505.8	8677.47	505.8	8678.92	505.8	8676.93	505.8	8674.47	505.8	8676.86	505.8	8673.37	505.8	8687.33	505.8	8682.82	505.8	8681.27	505.8	8687.48	505.8	8680.08	505.8	8689.82	505.8	8684.91	505.8	8691.11	505.8	8688.34	505.8	8693.37	505.8	8699.63	505.8	8699.32	505.8	8706.07	505.8	8702.55	505.8	8702.88	505.8	8711.97	505.8	8712.08	505.8	8712.64	505.8	8714.27	505.8	8715.29	505.8	8717.73	505.8	8717.05	505.8	8723.12	505.8	8725.73	505.8	8725.09	505.8	8722.93	505.8	8729.71	505.8	8733.39	505.8	8734.01	505.8	8734.31	505.8	8733.71	505.8	8735.13
506.8	8717.45	506.8	8704.81	506.8	8702.35	506.8	8692.36	506.8	8694.87	506.8	8687.61	506.8	8682.26	506.8	8682.15	506.8	8692.42	506.8	8688.74	506.8	8683.59	506.8	8681.33	506.8	8679.68	506.8	8680.23	506.8	8678.12	506.8	8677.21	506.8	8675.54	506.8	8674.76	506.8	8686.87	506.8	8680.5	506.8	8680.05	506.8	8683.36	506.8	8685.69	506.8	8686.88	506.8	8686.95	506.8	8691.19	506.8	8693	506.8	8696.77	506.8	8705.17	506.8	8701.33	506.8	8705.47	506.8	8705.82	506.8	8707.05	506.8	8708.69	506.8	8708.94	506.8	8712.11	506.8	8716.84	506.8	8711.28	506.8	8718.31	506.8	8718.94	506.8	8719.75	506.8	8723.44	506.8	8721.14	506.8	8723.21	506.8	8728.43	506.8	8736.67	506.8	8730.07	506.8	8732.08	506.8	8733.17	506.8	8734.66
507.8	8715.32	507.8	8706.75	507.8	8699.48	507.8	8692.74	507.8	8697.56	507.8	8693	507.8	8682.48	507.8	8684.17	507.8	8694.43	507.8	8688.33	507.8	8682.09	507.8	8684.74	507.8	8679.05	507.8	8675.58	507.8	8674.83	507.8	8675.98	507.8	8674.85	507.8	8674.59	507.8	8683.61	507.8	8678.38	507.8	8681.83	507.8	8683.67	507.8	8683.17	507.8	8686.51	507.8	8687.3	507.8	8687.52	507.8	8694.73	507.8	8692.71	507.8	8703.41	507.8	8700.96	507.8	8700.71	507.8	8705.3	507.8	8705.83	507.8	8711.28	507.8	8709.52	507.8	8715	507.8	8711.36	507.8	8712.3	507.8	8719.1	507.8	8721.09	507.8	8717.24	507.8	8722.38	507.8	8721.79	507.8	8723.31	507.8	8728.17	507.8	8730.53	507.8	8732.61	507.8	8731.12	507.8	8734.19	507.8	8736.42
508.8	8718.91	508.8	8703.34	508.8	8697.59	508.8	8691.78	508.8	8692.51	508.8	8692.51	508.8	8682.91	508.8	8679.34	508.8	8693.93	508.8	8687.33	508.8	8684.28	508.8	8686.55	508.8	8682	508.8	8675.69	508.8	8680.08	508.8	8672.17	508.8	8674.76	508.8	8675.82	508.8	8684.43	508.8	8679.52	508.8	8681.18	508.8	8685.42	508.8	8681.92	508.8	8687.43	508.8	8684.85	508.8	8687.43	508.8	8691.42	508.8	8694.38	508.8	8702.72	508.8	8697.57	508.8	8701.54	508.8	8705	508.8	8706.49	508.8	8709	508.8	8708.85	508.8	8712.45	508.8	8715.03	508.8	8716.19	508.8	8720.86	508.8	8719.47	508.8	8722.41	508.8	8722.96	508.8	8723.37	508.8	8724.14	508.8	8731.55	508.8	8732.85	508.8	8733.42	508.8	8731.73	508.8	8733.14	508.8	8735.45
509.8	8715.6	509.8	8704.98	509.8	8700.85	509.8	8694.59	509.8	8693.68	509.8	8695.28	509.8	8684	509.8	8679.77	509.8	8690.48	509.8	8688.49	509.8	8684.84	509.8	8686.75	509.8	8680.83	509.8	8678.21	509.8	8674.3	509.8	8677.44	509.8	8674.21	509.8	8676.25	509.8	8688.8	509.8	8680.2	509.8	8676.65	509.8	8685.02	509.8	8683.5	509.8	8686.83	509.8	8685.12	509.8	8688.46	509.8	8691.23	509.8	8693.74	509.8	8699.71	509.8	8698.49	509.8	8699.5	509.8	8700	509.8	8703.87	509.8	8709.04	509.8	8710.26	509.8	8712.9	509.8	8710.58	509.8	8713.93	509.8	8721.92	509.8	8720.8	509.8	8723.78	509.8	8721.86	509.8	8724.05	509.8	8723.53	509.8	8730.76	509.8	8731.9	509.8	8733.93	509.8	8732.51	509.8	8734	509.8	8740.56
