211102_screening_A03 Fc=4-3 - 1_X	211102_screening_A03 Fc=4-3 - 1_Y	211102_screening_A03 Fc=4-3 - 2_X	211102_screening_A03 Fc=4-3 - 2_Y	211102_screening_A03 Fc=4-3 - 3_X	211102_screening_A03 Fc=4-3 - 3_Y	211102_screening_A03 Fc=4-3 - 4_X	211102_screening_A03 Fc=4-3 - 4_Y	211102_screening_A03 Fc=4-3 - 5_X	211102_screening_A03 Fc=4-3 - 5_Y	211102_screening_A03 Fc=4-3 - 6_X	211102_screening_A03 Fc=4-3 - 6_Y	211102_screening_A03 Fc=4-3 - 7_X	211102_screening_A03 Fc=4-3 - 7_Y	211102_screening_A03 Fc=4-3 - 8_X	211102_screening_A03 Fc=4-3 - 8_Y	211102_screening_A03 Fc=4-3 - 9_X	211102_screening_A03 Fc=4-3 - 9_Y	211102_screening_A0 Fc=4-3 - 10_X	211102_screening_A0 Fc=4-3 - 10_Y	211102_screening_A0 Fc=4-3 - 11_X	211102_screening_A0 Fc=4-3 - 11_Y	211102_screening_A0 Fc=4-3 - 12_X	211102_screening_A0 Fc=4-3 - 12_Y	211102_screening_A0 Fc=4-3 - 13_X	211102_screening_A0 Fc=4-3 - 13_Y	211102_screening_A0 Fc=4-3 - 14_X	211102_screening_A0 Fc=4-3 - 14_Y	211102_screening_A0 Fc=4-3 - 15_X	211102_screening_A0 Fc=4-3 - 15_Y	211102_screening_A0 Fc=4-3 - 16_X	211102_screening_A0 Fc=4-3 - 16_Y	211102_screening_A0 Fc=4-3 - 17_X	211102_screening_A0 Fc=4-3 - 17_Y	211102_screening_A0 Fc=4-3 - 18_X	211102_screening_A0 Fc=4-3 - 18_Y	211102_screening_A0 Fc=4-3 - 19_X	211102_screening_A0 Fc=4-3 - 19_Y	211102_screening_A0 Fc=4-3 - 20_X	211102_screening_A0 Fc=4-3 - 20_Y	211102_screening_A0 Fc=4-3 - 21_X	211102_screening_A0 Fc=4-3 - 21_Y	211102_screening_A0 Fc=4-3 - 22_X	211102_screening_A0 Fc=4-3 - 22_Y	211102_screening_A0 Fc=4-3 - 23_X	211102_screening_A0 Fc=4-3 - 23_Y	211102_screening_A0 Fc=4-3 - 24_X	211102_screening_A0 Fc=4-3 - 24_Y	211102_screening_A0 Fc=4-3 - 25_X	211102_screening_A0 Fc=4-3 - 25_Y	211102_screening_A0 Fc=4-3 - 26_X	211102_screening_A0 Fc=4-3 - 26_Y	211102_screening_A0 Fc=4-3 - 27_X	211102_screening_A0 Fc=4-3 - 27_Y	211102_screening_A0 Fc=4-3 - 28_X	211102_screening_A0 Fc=4-3 - 28_Y	211102_screening_A0 Fc=4-3 - 29_X	211102_screening_A0 Fc=4-3 - 29_Y	211102_screening_A0 Fc=4-3 - 30_X	211102_screening_A0 Fc=4-3 - 30_Y	211102_screening_A0 Fc=4-3 - 31_X	211102_screening_A0 Fc=4-3 - 31_Y	211102_screening_A0 Fc=4-3 - 32_X	211102_screening_A0 Fc=4-3 - 32_Y	211102_screening_A0 Fc=4-3 - 33_X	211102_screening_A0 Fc=4-3 - 33_Y	211102_screening_A0 Fc=4-3 - 34_X	211102_screening_A0 Fc=4-3 - 34_Y	211102_screening_A0 Fc=4-3 - 35_X	211102_screening_A0 Fc=4-3 - 35_Y	211102_screening_A0 Fc=4-3 - 36_X	211102_screening_A0 Fc=4-3 - 36_Y	211102_screening_A0 Fc=4-3 - 37_X	211102_screening_A0 Fc=4-3 - 37_Y	211102_screening_A0 Fc=4-3 - 38_X	211102_screening_A0 Fc=4-3 - 38_Y	211102_screening_A0 Fc=4-3 - 39_X	211102_screening_A0 Fc=4-3 - 39_Y	211102_screening_A0 Fc=4-3 - 40_X	211102_screening_A0 Fc=4-3 - 40_Y	211102_screening_A0 Fc=4-3 - 41_X	211102_screening_A0 Fc=4-3 - 41_Y	211102_screening_A0 Fc=4-3 - 42_X	211102_screening_A0 Fc=4-3 - 42_Y	211102_screening_A0 Fc=4-3 - 43_X	211102_screening_A0 Fc=4-3 - 43_Y	211102_screening_A0 Fc=4-3 - 44_X	211102_screening_A0 Fc=4-3 - 44_Y	211102_screening_A0 Fc=4-3 - 45_X	211102_screening_A0 Fc=4-3 - 45_Y	211102_screening_A0 Fc=4-3 - 46_X	211102_screening_A0 Fc=4-3 - 46_Y	211102_screening_A0 Fc=4-3 - 47_X	211102_screening_A0 Fc=4-3 - 47_Y	211102_screening_A0 Fc=4-3 - 48_X	211102_screening_A0 Fc=4-3 - 48_Y	211102_screening_A0 Fc=4-3 - 49_X	211102_screening_A0 Fc=4-3 - 49_Y	211102_screening_A0 Fc=4-3 - 50_X	211102_screening_A0 Fc=4-3 - 50_Y
252.8	8715.53	252.8	8706.99	252.8	8702.2	252.8	8692.49	252.8	8692.57	252.8	8687.47	252.8	8685.09	252.8	8679.5	252.8	8696.69	252.8	8684.36	252.8	8684.11	252.8	8678.1	252.8	8673.6	252.8	8673.33	252.8	8674.84	252.8	8673.58	252.8	8674.12	252.8	8668.76	252.8	8687.54	252.8	8678.68	252.8	8676.64	252.8	8680.2	252.8	8679.76	252.8	8679.11	252.8	8683.68	252.8	8684.97	252.8	8684.67	252.8	8689.63	252.8	8703.36	252.8	8698.56	252.8	8698.1	252.8	8702.61	252.8	8702.44	252.8	8703.56	252.8	8703.99	252.8	8707.68	252.8	8713.11	252.8	8708.37	252.8	8716.15	252.8	8717.1	252.8	8714.71	252.8	8722.41	252.8	8721.32	252.8	8722.01	252.8	8725.31	252.8	8730.05	252.8	8728.76	252.8	8730.54	252.8	8735.85	252.8	8729.84
253.8	8713.94	253.8	8704.77	253.8	8698.68	253.8	8691.23	253.8	8695.1	253.8	8686.5	253.8	8685.28	253.8	8684.06	253.8	8697.31	253.8	8685.95	253.8	8683.92	253.8	8674.06	253.8	8675.42	253.8	8675.13	253.8	8677.51	253.8	8673.57	253.8	8673.14	253.8	8672.76	253.8	8684.42	253.8	8677.53	253.8	8675.5	253.8	8681.79	253.8	8683.2	253.8	8678.03	253.8	8685.77	253.8	8684.72	253.8	8686.93	253.8	8689.81	253.8	8700.75	253.8	8697.23	253.8	8697.77	253.8	8699.52	253.8	8701.64	253.8	8703.75	253.8	8702.95	253.8	8707.4	253.8	8708.73	253.8	8710.93	253.8	8715.32	253.8	8720.22	253.8	8715.04	253.8	8717.54	253.8	8722.72	253.8	8724.58	253.8	8728.93	253.8	8727.9	253.8	8728.3	253.8	8731.6	253.8	8733.86	253.8	8732.85
254.8	8717.37	254.8	8704.58	254.8	8698	254.8	8692.39	254.8	8689.68	254.8	8691.04	254.8	8683.3	254.8	8681.57	254.8	8697.76	254.8	8687.34	254.8	8680.85	254.8	8678.78	254.8	8675.51	254.8	8674	254.8	8671.49	254.8	8671.64	254.8	8670.57	254.8	8672.74	254.8	8687.59	254.8	8679.09	254.8	8680.24	254.8	8681.94	254.8	8683.05	254.8	8681.67	254.8	8683.79	254.8	8686.13	254.8	8688.17	254.8	8692.01	254.8	8700.24	254.8	8695.99	254.8	8700.05	254.8	8699.14	254.8	8702.38	254.8	8700.29	254.8	8703.51	254.8	8709.04	254.8	8710.75	254.8	8710.81	254.8	8714.51	254.8	8716	254.8	8715.98	254.8	8717.74	254.8	8721.16	254.8	8726.4	254.8	8728.4	254.8	8729.61	254.8	8729.86	254.8	8729.01	254.8	8735.44	254.8	8730.58
255.8	8717.32	255.8	8708.29	255.8	8699.23	255.8	8695.38	255.8	8692.15	255.8	8687.92	255.8	8683.65	255.8	8678.4	255.8	8698.83	255.8	8686.19	255.8	8681.67	255.8	8679.96	255.8	8675.66	255.8	8670.71	255.8	8671.01	255.8	8675.26	255.8	8670.45	255.8	8669.62	255.8	8689.05	255.8	8674.92	255.8	8677.28	255.8	8684.11	255.8	8682.77	255.8	8682.02	255.8	8683.53	255.8	8682.06	255.8	8685.46	255.8	8689.66	255.8	8699.66	255.8	8700.22	255.8	8702.61	255.8	8703.13	255.8	8705.42	255.8	8704.23	255.8	8703.09	255.8	8709.62	255.8	8709.53	255.8	8707.79	255.8	8716.58	255.8	8718.36	255.8	8716.26	255.8	8717.34	255.8	8718.37	255.8	8719.83	255.8	8727.68	255.8	8729.19	255.8	8731.97	255.8	8728.35	255.8	8738.61	255.8	8733.08
256.8	8719.09	256.8	8704.64	256.8	8698.38	256.8	8695.23	256.8	8693.5	256.8	8691.26	256.8	8686.11	256.8	8684.05	256.8	8698.49	256.8	8684.79	256.8	8681.03	256.8	8680.3	256.8	8672.51	256.8	8670.56	256.8	8671.77	256.8	8672.15	256.8	8670.52	256.8	8672.86	256.8	8686.09	256.8	8678.19	256.8	8676.65	256.8	8678.79	256.8	8682.25	256.8	8682.3	256.8	8685.78	256.8	8682.8	256.8	8689.95	256.8	8689.7	256.8	8697.06	256.8	8696.68	256.8	8701.41	256.8	8698.92	256.8	8702.11	256.8	8703.94	256.8	8706.01	256.8	8705.61	256.8	8709.38	256.8	8710.66	256.8	8715.59	256.8	8715.99	256.8	8716.63	256.8	8716.78	256.8	8718.51	256.8	8724.16	256.8	8725.78	256.8	8730.3	256.8	8730.15	256.8	8729.92	256.8	8738.92	256.8	8728.47
257.8	8719.42	257.8	8709.18	257.8	8699.43	257.8	8693.4	257.8	8690.04	257.8	8692.96	257.8	8683.14	257.8	8674.77	257.8	8699.56	257.8	8685.5	257.8	8682.33	257.8	8677.13	257.8	8674.64	257.8	8672.13	257.8	8671.71	257.8	8671.31	257.8	8672.89	257.8	8669.86	257.8	8683.06	257.8	8678.28	257.8	8674.68	257.8	8681.67	257.8	8684.23	257.8	8683.74	257.8	8680.88	257.8	8680.36	257.8	8687.69	257.8	8686.21	257.8	8698.05	257.8	8700.46	257.8	8701.47	257.8	8698.39	257.8	8704.44	257.8	8704.08	257.8	8705.95	257.8	8706.98	257.8	8711.75	257.8	8712.19	257.8	8718.16	257.8	8716.08	257.8	8714.05	257.8	8723.76	257.8	8716.89	257.8	8727.07	257.8	8728.03	257.8	8729.05	257.8	8729.76	257.8	8728.74	257.8	8734.42	257.8	8732.46
258.8	8716.87	258.8	8706.51	258.8	8703.9	258.8	8693.93	258.8	8691.78	258.8	8689.03	258.8	8681.23	258.8	8677.91	258.8	8697.79	258.8	8682.62	258.8	8681.86	258.8	8681.37	258.8	8675.29	258.8	8673.52	258.8	8676.12	258.8	8668.37	258.8	8671.09	258.8	8669.41	258.8	8681.84	258.8	8676.38	258.8	8676.46	258.8	8680.57	258.8	8684.19	258.8	8681.32	258.8	8684.13	258.8	8685.32	258.8	8686.82	258.8	8687.09	258.8	8700.6	258.8	8697.55	258.8	8699.08	258.8	8700.77	258.8	8706.67	258.8	8700.61	258.8	8703.56	258.8	8707.11	258.8	8707.2	258.8	8711.3	258.8	8717.08	258.8	8717.06	258.8	8716.11	258.8	8717.29	258.8	8719.75	258.8	8724.39	258.8	8728.89	258.8	8730.24	258.8	8728.65	258.8	8730.12	258.8	8736.46	258.8	8732.36
259.8	8716	259.8	8707.85	259.8	8697.45	259.8	8697.72	259.8	8695.75	259.8	8688.07	259.8	8680.8	259.8	8681.95	259.8	8698.56	259.8	8682.22	259.8	8683.48	259.8	8679.4	259.8	8674.22	259.8	8674.05	259.8	8673.5	259.8	8672.63	259.8	8671.71	259.8	8669.93	259.8	8681.96	259.8	8680.1	259.8	8676.75	259.8	8682.17	259.8	8684.1	259.8	8683.27	259.8	8682.47	259.8	8680.57	259.8	8687.54	259.8	8691.16	259.8	8702.83	259.8	8699.47	259.8	8697.96	259.8	8699.58	259.8	8705.65	259.8	8705.5	259.8	8703.95	259.8	8707.87	259.8	8709.77	259.8	8711.6	259.8	8715.02	259.8	8716.43	259.8	8712.14	259.8	8716.39	259.8	8717.32	259.8	8726.49	259.8	8724.96	259.8	8728.76	259.8	8730.67	259.8	8727.76	259.8	8738.33	259.8	8732.32
260.8	8720.7	260.8	8708.79	260.8	8701.77	260.8	8698.36	260.8	8693.11	260.8	8689.66	260.8	8680.81	260.8	8678.36	260.8	8697.34	260.8	8684.9	260.8	8684	260.8	8676.45	260.8	8672.92	260.8	8673.85	260.8	8673.02	260.8	8674.63	260.8	8668.11	260.8	8672.46	260.8	8685.47	260.8	8679.25	260.8	8678.96	260.8	8684.25	260.8	8681.75	260.8	8685.41	260.8	8678.55	260.8	8682.55	260.8	8688.84	260.8	8690.57	260.8	8704.84	260.8	8695.96	260.8	8701.44	260.8	8698.51	260.8	8709.01	260.8	8707.75	260.8	8703.33	260.8	8704.27	260.8	8707.5	260.8	8711.51	260.8	8716.45	260.8	8715.6	260.8	8718.06	260.8	8719.3	260.8	8718.75	260.8	8723.74	260.8	8723.89	260.8	8728.01	260.8	8729.73	260.8	8730.62	260.8	8736.9	260.8	8732.48
261.8	8716.96	261.8	8707.12	261.8	8698.08	261.8	8692.22	261.8	8691.4	261.8	8693.51	261.8	8683.8	261.8	8680.52	261.8	8696.44	261.8	8684.17	261.8	8683.44	261.8	8679.89	261.8	8676.1	261.8	8678.6	261.8	8672.57	261.8	8672.32	261.8	8670.05	261.8	8671.39	261.8	8687.21	261.8	8674.14	261.8	8679.39	261.8	8681.5	261.8	8681.16	261.8	8683.28	261.8	8681.55	261.8	8682.87	261.8	8685.65	261.8	8688.07	261.8	8700.83	261.8	8697.24	261.8	8696.18	261.8	8701.22	261.8	8704.39	261.8	8705.49	261.8	8701.74	261.8	8703.4	261.8	8706.85	261.8	8709.15	261.8	8715.82	261.8	8719.63	261.8	8717.74	261.8	8718.97	261.8	8722.03	261.8	8724.29	261.8	8720.83	261.8	8728.21	261.8	8731.12	261.8	8728.24	261.8	8736.79	261.8	8732.59
262.8	8715.5	262.8	8706.09	262.8	8698.63	262.8	8694.29	262.8	8692.66	262.8	8690.52	262.8	8682.04	262.8	8680.97	262.8	8694.91	262.8	8688.04	262.8	8683.6	262.8	8679.44	262.8	8674.45	262.8	8673.61	262.8	8674.33	262.8	8671.06	262.8	8670.53	262.8	8668.16	262.8	8685.6	262.8	8675	262.8	8678.23	262.8	8678.69	262.8	8681.82	262.8	8684.99	262.8	8682.31	262.8	8683.51	262.8	8687.21	262.8	8687.37	262.8	8699.45	262.8	8698.69	262.8	8699.99	262.8	8700.13	262.8	8703.19	262.8	8705.06	262.8	8703.58	262.8	8704.59	262.8	8706.61	262.8	8714.23	262.8	8714.59	262.8	8718.61	262.8	8717.68	262.8	8714.35	262.8	8725.05	262.8	8724.1	262.8	8721.44	262.8	8730.2	262.8	8731.47	262.8	8729.11	262.8	8736.29	262.8	8730.38
263.8	8718.19	263.8	8701.58	263.8	8704.59	263.8	8694.96	263.8	8690.2	263.8	8690.45	263.8	8683.85	263.8	8679.76	263.8	8695.72	263.8	8685.29	263.8	8682.83	263.8	8680.52	263.8	8673.79	263.8	8674.3	263.8	8672.64	263.8	8671.08	263.8	8672.81	263.8	8672.08	263.8	8687.71	263.8	8678.31	263.8	8680.79	263.8	8678.75	263.8	8682.44	263.8	8681.66	263.8	8682.52	263.8	8684.17	263.8	8687.52	263.8	8690.03	263.8	8698.36	263.8	8694.13	263.8	8702.96	263.8	8699.65	263.8	8702.01	263.8	8701.26	263.8	8705.43	263.8	8706.21	263.8	8710.19	263.8	8707.58	263.8	8716.75	263.8	8716.73	263.8	8717.27	263.8	8719.34	263.8	8722.27	263.8	8728.67	263.8	8719.82	263.8	8731.35	263.8	8731.62	263.8	8730.21	263.8	8737.88	263.8	8731.14
264.8	8717.86	264.8	8703.95	264.8	8702.05	264.8	8695.09	264.8	8691.01	264.8	8688.82	264.8	8684.81	264.8	8678.65	264.8	8695.92	264.8	8685.67	264.8	8681.32	264.8	8679.43	264.8	8673.84	264.8	8675.25	264.8	8673.41	264.8	8670.82	264.8	8672.8	264.8	8671.17	264.8	8685.5	264.8	8678.12	264.8	8675.03	264.8	8680.33	264.8	8684.1	264.8	8683.38	264.8	8678.65	264.8	8685.45	264.8	8687.48	264.8	8688.2	264.8	8698.82	264.8	8697.61	264.8	8699.88	264.8	8698.47	264.8	8702.57	264.8	8703.08	264.8	8705.03	264.8	8708.39	264.8	8709.57	264.8	8709.08	264.8	8716.34	264.8	8717.67	264.8	8718.78	264.8	8719.75	264.8	8719.93	264.8	8723.74	264.8	8725.13	264.8	8729.78	264.8	8733.99	264.8	8729.19	264.8	8736.1	264.8	8731.58
265.8	8719.26	265.8	8703.97	265.8	8696.02	265.8	8693.99	265.8	8691.6	265.8	8688.55	265.8	8680.86	265.8	8681.51	265.8	8694.63	265.8	8683.12	265.8	8683.61	265.8	8677.3	265.8	8672.95	265.8	8674.95	265.8	8674.04	265.8	8671.8	265.8	8671.01	265.8	8673.85	265.8	8686.99	265.8	8676.77	265.8	8676.54	265.8	8682.58	265.8	8683.16	265.8	8682.68	265.8	8678.91	265.8	8685.67	265.8	8685.67	265.8	8691.62	265.8	8701.01	265.8	8694.33	265.8	8698.84	265.8	8697.38	265.8	8701.96	265.8	8704.28	265.8	8705.05	265.8	8709.24	265.8	8707.33	265.8	8713.97	265.8	8716.19	265.8	8716.46	265.8	8718.35	265.8	8718.6	265.8	8721.9	265.8	8724.33	265.8	8726.13	265.8	8732	265.8	8729.26	265.8	8730.2	265.8	8733.61	265.8	8733.92
266.8	8718.91	266.8	8706.32	266.8	8696.7	266.8	8695	266.8	8693.87	266.8	8688.73	266.8	8683.29	266.8	8678.91	266.8	8697.42	266.8	8682.94	266.8	8681.02	266.8	8678.38	266.8	8671.46	266.8	8678.54	266.8	8677.64	266.8	8672.54	266.8	8671.56	266.8	8671.16	266.8	8685.17	266.8	8673.22	266.8	8678.33	266.8	8679.38	266.8	8683.31	266.8	8680.11	266.8	8681.54	266.8	8688.71	266.8	8684.57	266.8	8687.25	266.8	8699.07	266.8	8695.2	266.8	8699.35	266.8	8702.32	266.8	8700.19	266.8	8703.05	266.8	8708.59	266.8	8706.69	266.8	8708.36	266.8	8711.42	266.8	8717.55	266.8	8713.82	266.8	8712.71	266.8	8722.96	266.8	8724.14	266.8	8721.75	266.8	8725.69	266.8	8726.2	266.8	8728.56	266.8	8728.73	266.8	8735.39	266.8	8735.29
267.8	8716.85	267.8	8705.59	267.8	8696.57	267.8	8694.84	267.8	8688.22	267.8	8690.23	267.8	8685.18	267.8	8679.38	267.8	8703.59	267.8	8681.91	267.8	8682.93	267.8	8678.92	267.8	8671.94	267.8	8674.13	267.8	8674.1	267.8	8668.49	267.8	8673.75	267.8	8672.75	267.8	8687.76	267.8	8677.82	267.8	8680.02	267.8	8682.03	267.8	8679.34	267.8	8679.57	267.8	8684.59	267.8	8686.42	267.8	8686.29	267.8	8687.4	267.8	8699.98	267.8	8696.17	267.8	8698.9	267.8	8701.13	267.8	8706.31	267.8	8703.05	267.8	8707.73	267.8	8710.95	267.8	8705.1	267.8	8709.83	267.8	8719.85	267.8	8713.62	267.8	8717.65	267.8	8718.4	267.8	8722.24	267.8	8722.57	267.8	8726.27	267.8	8729.09	267.8	8731.15	267.8	8731.52	267.8	8734.43	267.8	8730.99
268.8	8717.17	268.8	8706.45	268.8	8698.55	268.8	8695.98	268.8	8692.04	268.8	8691.28	268.8	8684.83	268.8	8677.45	268.8	8701.46	268.8	8683.88	268.8	8682.05	268.8	8679.21	268.8	8674.98	268.8	8674.37	268.8	8676.46	268.8	8667.8	268.8	8671.11	268.8	8672.75	268.8	8682.38	268.8	8678.16	268.8	8678.38	268.8	8683.43	268.8	8682.26	268.8	8679.92	268.8	8682.84	268.8	8688.33	268.8	8686.89	268.8	8690.61	268.8	8702.58	268.8	8694.36	268.8	8698.41	268.8	8698.1	268.8	8701.02	268.8	8704.63	268.8	8708.3	268.8	8705.62	268.8	8706.84	268.8	8710.02	268.8	8716.58	268.8	8716.83	268.8	8714.82	268.8	8717.64	268.8	8721.8	268.8	8727.25	268.8	8723.33	268.8	8725.42	268.8	8731.9	268.8	8730.6	268.8	8735.62	268.8	8731.88
269.8	8716.16	269.8	8705.84	269.8	8697.95	269.8	8695.22	269.8	8692.31	269.8	8690.44	269.8	8682.83	269.8	8682.29	269.8	8698.27	269.8	8684.52	269.8	8684.97	269.8	8681.98	269.8	8673.16	269.8	8673.98	269.8	8677.62	269.8	8673.17	269.8	8668.73	269.8	8671.96	269.8	8685.6	269.8	8678.6	269.8	8678.02	269.8	8680.34	269.8	8684.65	269.8	8680.05	269.8	8679.84	269.8	8685.67	269.8	8688.88	269.8	8688.85	269.8	8699.59	269.8	8698.2	269.8	8699.29	269.8	8698.58	269.8	8702.52	269.8	8704.33	269.8	8702.55	269.8	8710.37	269.8	8707.95	269.8	8712.83	269.8	8714.27	269.8	8716.68	269.8	8716.09	269.8	8715.38	269.8	8722.64	269.8	8727.77	269.8	8725.32	269.8	8729.37	269.8	8726.92	269.8	8726.16	269.8	8737.31	269.8	8732.44
270.8	8714.84	270.8	8706.02	270.8	8701.64	270.8	8695.72	270.8	8692.29	270.8	8689.94	270.8	8681.52	270.8	8677.99	270.8	8696.51	270.8	8682.32	270.8	8682.7	270.8	8677.22	270.8	8672.53	270.8	8675.01	270.8	8677.02	270.8	8672.55	270.8	8673.96	270.8	8665.73	270.8	8686.28	270.8	8678.27	270.8	8675.55	270.8	8677.82	270.8	8682.27	270.8	8680.98	270.8	8679.82	270.8	8690.9	270.8	8685.6	270.8	8691.66	270.8	8702.72	270.8	8700.59	270.8	8700.25	270.8	8698.58	270.8	8699.31	270.8	8705.15	270.8	8703.45	270.8	8707.59	270.8	8708.79	270.8	8710.37	270.8	8714.56	270.8	8718.58	270.8	8715.97	270.8	8718.74	270.8	8717.3	270.8	8726.87	270.8	8725.71	270.8	8725.17	270.8	8728.51	270.8	8723.37	270.8	8734.49	270.8	8731.46
271.8	8714.38	271.8	8709.19	271.8	8699.87	271.8	8697.49	271.8	8691.88	271.8	8689.96	271.8	8682.81	271.8	8680.4	271.8	8702.13	271.8	8684.52	271.8	8683.01	271.8	8679.61	271.8	8671.22	271.8	8672.79	271.8	8669.45	271.8	8671.67	271.8	8672.12	271.8	8666.6	271.8	8684.53	271.8	8675.91	271.8	8677.21	271.8	8676.85	271.8	8684.28	271.8	8685.31	271.8	8680.33	271.8	8684.08	271.8	8687.43	271.8	8691.92	271.8	8700.98	271.8	8700.52	271.8	8699.51	271.8	8698.01	271.8	8700	271.8	8702.82	271.8	8706.15	271.8	8705.45	271.8	8710.51	271.8	8710.35	271.8	8713.15	271.8	8718.71	271.8	8715.27	271.8	8719.07	271.8	8721.47	271.8	8726.71	271.8	8726.94	271.8	8726.47	271.8	8731.19	271.8	8725.17	271.8	8734.97	271.8	8732.76
272.8	8714.9	272.8	8707.63	272.8	8697.1	272.8	8694.26	272.8	8693.63	272.8	8692.32	272.8	8681.52	272.8	8682.41	272.8	8696.67	272.8	8684.16	272.8	8679.42	272.8	8680.71	272.8	8673.03	272.8	8674.62	272.8	8671.95	272.8	8672.12	272.8	8675.91	272.8	8668.38	272.8	8684.98	272.8	8675.34	272.8	8677.76	272.8	8677.57	272.8	8679.44	272.8	8680.99	272.8	8682.61	272.8	8686.98	272.8	8686.39	272.8	8688.97	272.8	8701.88	272.8	8699.96	272.8	8700.75	272.8	8699.39	272.8	8705.14	272.8	8704.14	272.8	8700.03	272.8	8703.47	272.8	8710.9	272.8	8709.79	272.8	8715.14	272.8	8714.05	272.8	8714.6	272.8	8719.13	272.8	8719.98	272.8	8724.34	272.8	8723.47	272.8	8726.82	272.8	8730.09	272.8	8727.45	272.8	8737.44	272.8	8732.51
273.8	8716.86	273.8	8704.71	273.8	8697.85	273.8	8693.39	273.8	8692.63	273.8	8691.16	273.8	8685.62	273.8	8677.71	273.8	8692.93	273.8	8682.91	273.8	8684.02	273.8	8679.81	273.8	8676.12	273.8	8676.93	273.8	8675.41	273.8	8670.9	273.8	8666.19	273.8	8669.22	273.8	8680.99	273.8	8676.49	273.8	8674.88	273.8	8676.41	273.8	8682.32	273.8	8683.75	273.8	8682.08	273.8	8685.95	273.8	8688.1	273.8	8689.63	273.8	8698.83	273.8	8696.47	273.8	8698.13	273.8	8701.3	273.8	8702.36	273.8	8706.34	273.8	8706.34	273.8	8706.83	273.8	8710.51	273.8	8708.62	273.8	8717.18	273.8	8719.2	273.8	8717.03	273.8	8718.3	273.8	8721.66	273.8	8725.35	273.8	8728.45	273.8	8728.93	273.8	8730.59	273.8	8727.36	273.8	8736.99	273.8	8731.96
274.8	8717.17	274.8	8705.32	274.8	8700.65	274.8	8693.92	274.8	8692.29	274.8	8691.42	274.8	8683.4	274.8	8677.93	274.8	8697.89	274.8	8682.98	274.8	8682.13	274.8	8680.61	274.8	8676.05	274.8	8672.47	274.8	8673.19	274.8	8670.99	274.8	8670.5	274.8	8669.43	274.8	8685.66	274.8	8677.23	274.8	8678.26	274.8	8675.85	274.8	8677.6	274.8	8682.57	274.8	8682.25	274.8	8686.75	274.8	8687.71	274.8	8688.14	274.8	8699.43	274.8	8691.5	274.8	8701.16	274.8	8698.04	274.8	8704.2	274.8	8704.11	274.8	8706.71	274.8	8706.56	274.8	8709.81	274.8	8707.99	274.8	8715.26	274.8	8714.85	274.8	8719.49	274.8	8718.93	274.8	8719.42	274.8	8723.41	274.8	8723.9	274.8	8726.25	274.8	8726.73	274.8	8727.06	274.8	8735.54	274.8	8735.06
275.8	8717.82	275.8	8706.87	275.8	8701.03	275.8	8696.16	275.8	8692.45	275.8	8689.35	275.8	8682.22	275.8	8678.16	275.8	8697.7	275.8	8686.29	275.8	8681.89	275.8	8676.87	275.8	8678.08	275.8	8676.49	275.8	8672.97	275.8	8673.09	275.8	8671.5	275.8	8669.87	275.8	8682.37	275.8	8675.73	275.8	8679.71	275.8	8682.94	275.8	8677.41	275.8	8679.51	275.8	8679.42	275.8	8687.16	275.8	8686.92	275.8	8689.34	275.8	8698.21	275.8	8696.46	275.8	8699.68	275.8	8699.81	275.8	8704.5	275.8	8704.89	275.8	8702.58	275.8	8707.3	275.8	8709.72	275.8	8711.69	275.8	8716.77	275.8	8716.72	275.8	8716.86	275.8	8719.14	275.8	8720.04	275.8	8725.21	275.8	8724.42	275.8	8731.26	275.8	8727.59	275.8	8727.49	275.8	8735.28	275.8	8736.16
276.8	8716.57	276.8	8705.74	276.8	8698.44	276.8	8695.85	276.8	8692.85	276.8	8687.86	276.8	8682.26	276.8	8678.83	276.8	8696.89	276.8	8684.29	276.8	8683.47	276.8	8680.29	276.8	8675.74	276.8	8675.39	276.8	8674.09	276.8	8673.59	276.8	8672.56	276.8	8670.89	276.8	8683.54	276.8	8678.99	276.8	8679.56	276.8	8677.11	276.8	8680.04	276.8	8678.24	276.8	8682.52	276.8	8684.59	276.8	8685.83	276.8	8687.21	276.8	8703.18	276.8	8695.69	276.8	8705.42	276.8	8703.9	276.8	8704.84	276.8	8706.66	276.8	8706.55	276.8	8705.27	276.8	8705.66	276.8	8710.66	276.8	8718.22	276.8	8715.68	276.8	8717.69	276.8	8717.42	276.8	8723.6	276.8	8726.94	276.8	8723.05	276.8	8729.86	276.8	8733.56	276.8	8727.64	276.8	8736.29	276.8	8732.88
