211102_screening_A03 Fc=4-3 - 1_X	211102_screening_A03 Fc=4-3 - 1_Y	211102_screening_A03 Fc=4-3 - 2_X	211102_screening_A03 Fc=4-3 - 2_Y	211102_screening_A03 Fc=4-3 - 3_X	211102_screening_A03 Fc=4-3 - 3_Y	211102_screening_A03 Fc=4-3 - 4_X	211102_screening_A03 Fc=4-3 - 4_Y	211102_screening_A03 Fc=4-3 - 5_X	211102_screening_A03 Fc=4-3 - 5_Y	211102_screening_A03 Fc=4-3 - 6_X	211102_screening_A03 Fc=4-3 - 6_Y	211102_screening_A03 Fc=4-3 - 7_X	211102_screening_A03 Fc=4-3 - 7_Y	211102_screening_A03 Fc=4-3 - 8_X	211102_screening_A03 Fc=4-3 - 8_Y	211102_screening_A03 Fc=4-3 - 9_X	211102_screening_A03 Fc=4-3 - 9_Y	211102_screening_A0 Fc=4-3 - 10_X	211102_screening_A0 Fc=4-3 - 10_Y	211102_screening_A0 Fc=4-3 - 11_X	211102_screening_A0 Fc=4-3 - 11_Y	211102_screening_A0 Fc=4-3 - 12_X	211102_screening_A0 Fc=4-3 - 12_Y	211102_screening_A0 Fc=4-3 - 13_X	211102_screening_A0 Fc=4-3 - 13_Y	211102_screening_A0 Fc=4-3 - 14_X	211102_screening_A0 Fc=4-3 - 14_Y	211102_screening_A0 Fc=4-3 - 15_X	211102_screening_A0 Fc=4-3 - 15_Y	211102_screening_A0 Fc=4-3 - 16_X	211102_screening_A0 Fc=4-3 - 16_Y	211102_screening_A0 Fc=4-3 - 17_X	211102_screening_A0 Fc=4-3 - 17_Y	211102_screening_A0 Fc=4-3 - 18_X	211102_screening_A0 Fc=4-3 - 18_Y	211102_screening_A0 Fc=4-3 - 19_X	211102_screening_A0 Fc=4-3 - 19_Y	211102_screening_A0 Fc=4-3 - 20_X	211102_screening_A0 Fc=4-3 - 20_Y	211102_screening_A0 Fc=4-3 - 21_X	211102_screening_A0 Fc=4-3 - 21_Y	211102_screening_A0 Fc=4-3 - 22_X	211102_screening_A0 Fc=4-3 - 22_Y	211102_screening_A0 Fc=4-3 - 23_X	211102_screening_A0 Fc=4-3 - 23_Y	211102_screening_A0 Fc=4-3 - 24_X	211102_screening_A0 Fc=4-3 - 24_Y	211102_screening_A0 Fc=4-3 - 25_X	211102_screening_A0 Fc=4-3 - 25_Y	211102_screening_A0 Fc=4-3 - 26_X	211102_screening_A0 Fc=4-3 - 26_Y	211102_screening_A0 Fc=4-3 - 27_X	211102_screening_A0 Fc=4-3 - 27_Y	211102_screening_A0 Fc=4-3 - 28_X	211102_screening_A0 Fc=4-3 - 28_Y	211102_screening_A0 Fc=4-3 - 29_X	211102_screening_A0 Fc=4-3 - 29_Y	211102_screening_A0 Fc=4-3 - 30_X	211102_screening_A0 Fc=4-3 - 30_Y	211103_screening_A06 Fc=2-1 - 1_X	211103_screening_A06 Fc=2-1 - 1_Y	211103_screening_A06 Fc=2-1 - 2_X	211103_screening_A06 Fc=2-1 - 2_Y	211103_screening_A06 Fc=2-1 - 3_X	211103_screening_A06 Fc=2-1 - 3_Y	211103_screening_A06 Fc=2-1 - 4_X	211103_screening_A06 Fc=2-1 - 4_Y	211103_screening_A06 Fc=2-1 - 5_X	211103_screening_A06 Fc=2-1 - 5_Y	211103_screening_A06 Fc=2-1 - 6_X	211103_screening_A06 Fc=2-1 - 6_Y	211103_screening_A06 Fc=2-1 - 7_X	211103_screening_A06 Fc=2-1 - 7_Y	211103_screening_A06 Fc=2-1 - 8_X	211103_screening_A06 Fc=2-1 - 8_Y	211103_screening_A06 Fc=2-1 - 9_X	211103_screening_A06 Fc=2-1 - 9_Y	211103_screening_A0 Fc=2-1 - 10_X	211103_screening_A0 Fc=2-1 - 10_Y	211104_screening(A07 Fc=4-3 - 1_X	211104_screening(A07 Fc=4-3 - 1_Y	211104_screening(A07 Fc=4-3 - 2_X	211104_screening(A07 Fc=4-3 - 2_Y	211104_screening(A07 Fc=4-3 - 3_X	211104_screening(A07 Fc=4-3 - 3_Y	211104_screening(A07 Fc=4-3 - 4_X	211104_screening(A07 Fc=4-3 - 4_Y	211104_screening(A07 Fc=4-3 - 5_X	211104_screening(A07 Fc=4-3 - 5_Y	211104_screening(A07 Fc=4-3 - 6_X	211104_screening(A07 Fc=4-3 - 6_Y	211104_screening(A07 Fc=4-3 - 7_X	211104_screening(A07 Fc=4-3 - 7_Y	211104_screening(A07 Fc=4-3 - 8_X	211104_screening(A07 Fc=4-3 - 8_Y	211104_screening(A07 Fc=4-3 - 9_X	211104_screening(A07 Fc=4-3 - 9_Y	211104_screening(A0 Fc=4-3 - 10_X	211104_screening(A0 Fc=4-3 - 10_Y	211109_screening_A08 Fc=4-3 - 1_X	211109_screening_A08 Fc=4-3 - 1_Y	211109_screening_A08 Fc=4-3 - 2_X	211109_screening_A08 Fc=4-3 - 2_Y	211109_screening_A08 Fc=4-3 - 3_X	211109_screening_A08 Fc=4-3 - 3_Y	211109_screening_A08 Fc=4-3 - 4_X	211109_screening_A08 Fc=4-3 - 4_Y	211109_screening_A08 Fc=4-3 - 5_X	211109_screening_A08 Fc=4-3 - 5_Y	211109_screening_A08 Fc=4-3 - 6_X	211109_screening_A08 Fc=4-3 - 6_Y	211109_screening_A08 Fc=4-3 - 7_X	211109_screening_A08 Fc=4-3 - 7_Y	211109_screening_A08 Fc=4-3 - 8_X	211109_screening_A08 Fc=4-3 - 8_Y	211109_screening_A08 Fc=4-3 - 9_X	211109_screening_A08 Fc=4-3 - 9_Y	211109_screening_A0 Fc=4-3 - 10_X	211109_screening_A0 Fc=4-3 - 10_Y	211109_screening_A0 Fc=4-3 - 11_X	211109_screening_A0 Fc=4-3 - 11_Y	211109_screening_A0 Fc=4-3 - 12_X	211109_screening_A0 Fc=4-3 - 12_Y	211109_screening_A0 Fc=4-3 - 13_X	211109_screening_A0 Fc=4-3 - 13_Y	211109_screening_A0 Fc=4-3 - 14_X	211109_screening_A0 Fc=4-3 - 14_Y	211109_screening_A0 Fc=4-3 - 15_X	211109_screening_A0 Fc=4-3 - 15_Y	211109_screening_A0 Fc=4-3 - 16_X	211109_screening_A0 Fc=4-3 - 16_Y	211109_screening_A0 Fc=4-3 - 17_X	211109_screening_A0 Fc=4-3 - 17_Y	211109_screening_A0 Fc=4-3 - 18_X	211109_screening_A0 Fc=4-3 - 18_Y	211109_screening_A0 Fc=4-3 - 19_X	211109_screening_A0 Fc=4-3 - 19_Y	211109_screening_A0 Fc=4-3 - 20_X	211109_screening_A0 Fc=4-3 - 20_Y	211110_screening_A10 Fc=2-1 - 1_X	211110_screening_A10 Fc=2-1 - 1_Y	211110_screening_A10 Fc=2-1 - 2_X	211110_screening_A10 Fc=2-1 - 2_Y	211110_screening_A10 Fc=2-1 - 3_X	211110_screening_A10 Fc=2-1 - 3_Y	211110_screening_A10 Fc=2-1 - 4_X	211110_screening_A10 Fc=2-1 - 4_Y	211110_screening_A10 Fc=2-1 - 5_X	211110_screening_A10 Fc=2-1 - 5_Y	211110_screening_A10 Fc=2-1 - 6_X	211110_screening_A10 Fc=2-1 - 6_Y	211110_screening_A10 Fc=2-1 - 7_X	211110_screening_A10 Fc=2-1 - 7_Y	211110_screening_A10 Fc=2-1 - 8_X	211110_screening_A10 Fc=2-1 - 8_Y	211110_screening_A10 Fc=2-1 - 9_X	211110_screening_A10 Fc=2-1 - 9_Y	211110_screening_A1 Fc=2-1 - 10_X	211110_screening_A1 Fc=2-1 - 10_Y	211111_screening_A11 Fc=4-3 - 1_X	211111_screening_A11 Fc=4-3 - 1_Y	211111_screening_A11 Fc=4-3 - 2_X	211111_screening_A11 Fc=4-3 - 2_Y	211111_screening_A11 Fc=4-3 - 3_X	211111_screening_A11 Fc=4-3 - 3_Y	211111_screening_A11 Fc=4-3 - 4_X	211111_screening_A11 Fc=4-3 - 4_Y	211111_screening_A11 Fc=4-3 - 5_X	211111_screening_A11 Fc=4-3 - 5_Y	211111_screening_A11 Fc=4-3 - 6_X	211111_screening_A11 Fc=4-3 - 6_Y	211111_screening_A11 Fc=4-3 - 7_X	211111_screening_A11 Fc=4-3 - 7_Y	211111_screening_A11 Fc=4-3 - 8_X	211111_screening_A11 Fc=4-3 - 8_Y	211111_screening_A11 Fc=4-3 - 9_X	211111_screening_A11 Fc=4-3 - 9_Y	211111_screening_A1 Fc=4-3 - 10_X	211111_screening_A1 Fc=4-3 - 10_Y	211111_screening_A1 Fc=4-3 - 11_X	211111_screening_A1 Fc=4-3 - 11_Y	211111_screening_A1 Fc=4-3 - 12_X	211111_screening_A1 Fc=4-3 - 12_Y	211111_screening_A1 Fc=4-3 - 13_X	211111_screening_A1 Fc=4-3 - 13_Y	211111_screening_A1 Fc=4-3 - 14_X	211111_screening_A1 Fc=4-3 - 14_Y	211111_screening_A1 Fc=4-3 - 15_X	211111_screening_A1 Fc=4-3 - 15_Y	211111_screening_G12 Fc=4-3 - 1_X	211111_screening_G12 Fc=4-3 - 1_Y	211111_screening_G12 Fc=4-3 - 2_X	211111_screening_G12 Fc=4-3 - 2_Y	211111_screening_G12 Fc=4-3 - 3_X	211111_screening_G12 Fc=4-3 - 3_Y	211111_screening_G12 Fc=4-3 - 4_X	211111_screening_G12 Fc=4-3 - 4_Y
11.8	8725.22	11.8	8709.42	11.8	8706.05	11.8	8698.62	11.8	8693.1	11.8	8687.16	11.8	8688.21	11.8	8682.79	11.8	8678.38	11.8	8688.08	11.8	8682.91	11.8	8684.99	11.8	8681.26	11.8	8672.75	11.8	8669.57	11.8	8677.88	11.8	8675.31	11.8	8673.25	11.8	8675.48	11.8	8684.07	11.8	8679.27	11.8	8680.13	11.8	8678.32	11.8	8681.39	11.8	8684.83	11.8	8686.6	11.8	8688.21	11.8	8686.99	11.8	8687.3	11.8	8699.44	11.6	10329.2	11.6	10321.4	11.6	10310.8	11.6	10307.1	11.6	10302.2	11.6	10297.9	11.6	10297.6	11.6	10294.1	11.6	10296.2	11.6	10298.2	11.8	8579.66	11.8	8548.39	11.8	8535.23	11.8	8518.87	11.8	8514.54	11.8	8509.38	11.8	8504.37	11.8	8499.92	11.8	8500.44	11.8	8510.27	11.8	10082.6	11.8	10072.8	11.8	10063.2	11.8	10058.3	11.8	10053.1	11.8	10052	11.8	10049.2	11.8	10048.6	11.8	10047.1	11.8	10050.7	11.8	10046.7	11.8	10049	11.8	10048.5	11.8	10052.4	11.8	10049.7	11.8	10049.2	11.8	10048.4	11.8	10051.9	11.8	10058.2	11.8	10060.4	11.6	10398.1	11.6	10367.7	11.6	10349.4	11.6	10335.2	11.6	10329.4	11.6	10323.4	11.6	10318.8	11.6	10318	11.6	10315.3	11.6	10321	11.8	7219.98	11.8	7170.49	11.8	7141.13	11.8	7127.04	11.8	7117.07	11.8	7101.65	11.8	7097.14	11.8	7091.29	11.8	7089.67	11.8	7096.18	11.8	7090.3	11.8	7088.74	11.8	7082.7	11.8	7080.86	11.8	7080.39	11.8	7261.71	11.8	7261.61	11.8	7258.18	11.8	7261.71
12.8	8717.81	12.8	8708.16	12.8	8705.72	12.8	8698.81	12.8	8694.18	12.8	8689.22	12.8	8689.57	12.8	8678.07	12.8	8677.05	12.8	8690.26	12.8	8684.33	12.8	8680	12.8	8680.16	12.8	8669.56	12.8	8668.39	12.8	8675.65	12.8	8673.19	12.8	8670.11	12.8	8673.44	12.8	8683.6	12.8	8678.36	12.8	8681.85	12.8	8676.34	12.8	8680.72	12.8	8682.79	12.8	8685.51	12.8	8685.55	12.8	8688.58	12.8	8692.97	12.8	8701.02	12.6	10331.3	12.6	10319.2	12.6	10312.4	12.6	10307.6	12.6	10301.3	12.6	10299.5	12.6	10295.6	12.6	10294.2	12.6	10296.3	12.6	10300.5	12.8	8581.76	12.8	8549.69	12.8	8531.18	12.8	8519.76	12.8	8513.13	12.8	8508.94	12.8	8503.24	12.8	8497.51	12.8	8498.16	12.8	8508.7	12.8	10081.7	12.8	10073.5	12.8	10062.7	12.8	10055.8	12.8	10054.2	12.8	10049.7	12.8	10047.5	12.8	10048.6	12.8	10046.9	12.8	10050.8	12.8	10047.4	12.8	10050.1	12.8	10048.2	12.8	10049.8	12.8	10047.9	12.8	10049	12.8	10052	12.8	10054.1	12.8	10056.3	12.8	10058.7	12.6	10398	12.6	10367.7	12.6	10349.9	12.6	10334.4	12.6	10329.1	12.6	10324.6	12.6	10318.2	12.6	10318.6	12.6	10316	12.6	10321	12.8	7219.93	12.8	7172.11	12.8	7141.2	12.8	7124.77	12.8	7114.43	12.8	7103.19	12.8	7096.18	12.8	7091.53	12.8	7087.09	12.8	7098.9	12.8	7092.73	12.8	7086.87	12.8	7083.07	12.8	7084.05	12.8	7080.07	12.8	7261.37	12.8	7261.67	12.8	7257.45	12.8	7263.64
13.8	8722.24	13.8	8706.39	13.8	8702.23	13.8	8702.04	13.8	8691.75	13.8	8688.26	13.8	8688.64	13.8	8685.31	13.8	8679	13.8	8688.07	13.8	8684.89	13.8	8681.36	13.8	8683.03	13.8	8674.82	13.8	8673.45	13.8	8673.09	13.8	8672.66	13.8	8670.63	13.8	8670.38	13.8	8685.03	13.8	8679.34	13.8	8679.79	13.8	8680.01	13.8	8679.58	13.8	8683.56	13.8	8683.32	13.8	8684.23	13.8	8689.19	13.8	8691.88	13.8	8701.2	13.6	10329.3	13.6	10319.5	13.6	10312.7	13.6	10305.9	13.6	10302.4	13.6	10299	13.6	10297.3	13.6	10293.3	13.6	10295.2	13.6	10301	13.8	8581.35	13.8	8549.73	13.8	8528.37	13.8	8514.8	13.8	8513.48	13.8	8510.21	13.8	8505.3	13.8	8500.04	13.8	8500.39	13.8	8511.53	13.8	10083.7	13.8	10073.2	13.8	10062	13.8	10058	13.8	10052.3	13.8	10054.2	13.8	10049.2	13.8	10050.6	13.8	10049.5	13.8	10052.5	13.8	10048.9	13.8	10051	13.8	10049.2	13.8	10049.8	13.8	10046.3	13.8	10049	13.8	10051.4	13.8	10051.2	13.8	10055.6	13.8	10058.5	13.6	10396.3	13.6	10368.1	13.6	10350.8	13.6	10335.4	13.6	10330	13.6	10324.4	13.6	10319	13.6	10318	13.6	10315.3	13.6	10320.2	13.8	7219.47	13.8	7172.83	13.8	7142.9	13.8	7128.25	13.8	7112.5	13.8	7101.27	13.8	7099.53	13.8	7093.43	13.8	7088.97	13.8	7095.84	13.8	7090.13	13.8	7086.29	13.8	7083.59	13.8	7085.22	13.8	7078.49	13.8	7264.59	13.8	7258.02	13.8	7256.33	13.8	7261.66
14.8	8720.89	14.8	8708.15	14.8	8704.14	14.8	8699.01	14.8	8693.3	14.8	8688.13	14.8	8686.28	14.8	8685.09	14.8	8676.49	14.8	8689.78	14.8	8684.03	14.8	8683.1	14.8	8681.54	14.8	8673.87	14.8	8669.55	14.8	8674.18	14.8	8674.82	14.8	8667.27	14.8	8670.75	14.8	8684.07	14.8	8679.96	14.8	8680.69	14.8	8678.32	14.8	8681.43	14.8	8682.8	14.8	8686.84	14.8	8687.15	14.8	8688.38	14.8	8692.33	14.8	8697.46	14.6	10329.4	14.6	10321.7	14.6	10313	14.6	10305	14.6	10300.4	14.6	10299.1	14.6	10298.1	14.6	10294.3	14.6	10294.7	14.6	10298.5	14.8	8582.3	14.8	8548.37	14.8	8534.06	14.8	8516.03	14.8	8516.94	14.8	8512.95	14.8	8503.72	14.8	8493.91	14.8	8498.36	14.8	8508.35	14.8	10084.9	14.8	10070.5	14.8	10063.9	14.8	10057.2	14.8	10051.9	14.8	10051.6	14.8	10048.3	14.8	10050.3	14.8	10048	14.8	10052.3	14.8	10052.2	14.8	10048.7	14.8	10046.5	14.8	10051.6	14.8	10051.5	14.8	10051.5	14.8	10047.2	14.8	10053.3	14.8	10053.5	14.8	10058.6	14.6	10397.3	14.6	10369.3	14.6	10349.5	14.6	10335.5	14.6	10329.1	14.6	10325.3	14.6	10318.1	14.6	10318.1	14.6	10314.5	14.6	10320.4	14.8	7220.2	14.8	7175.57	14.8	7143.31	14.8	7129.8	14.8	7114.19	14.8	7101.72	14.8	7099.72	14.8	7092.71	14.8	7088.04	14.8	7092.96	14.8	7092.7	14.8	7088.31	14.8	7084.06	14.8	7084.15	14.8	7077.09	14.8	7261.71	14.8	7261.91	14.8	7256.67	14.8	7265.02
15.8	8722.48	15.8	8709.04	15.8	8701.63	15.8	8700.29	15.8	8695.3	15.8	8687.78	15.8	8685.84	15.8	8681.78	15.8	8676.76	15.8	8687.45	15.8	8685.53	15.8	8683.61	15.8	8680.68	15.8	8674.59	15.8	8669.02	15.8	8673.65	15.8	8671.97	15.8	8672.86	15.8	8671.39	15.8	8683.23	15.8	8678.03	15.8	8679.63	15.8	8680.52	15.8	8680.85	15.8	8684.13	15.8	8686.41	15.8	8690.05	15.8	8689.54	15.8	8691.49	15.8	8697.22	15.6	10330.7	15.6	10321.2	15.6	10311.1	15.6	10304.3	15.6	10300.9	15.6	10299.2	15.6	10296.4	15.6	10295.6	15.6	10294.1	15.6	10300.3	15.8	8580.4	15.8	8547.46	15.8	8530.39	15.8	8519.08	15.8	8515.12	15.8	8510.73	15.8	8503.16	15.8	8499.12	15.8	8501.08	15.8	8508.65	15.8	10083.7	15.8	10070.3	15.8	10064.4	15.8	10056	15.8	10051.3	15.8	10054.1	15.8	10048.5	15.8	10047.5	15.8	10048.5	15.8	10051.7	15.8	10049.6	15.8	10048.8	15.8	10047.7	15.8	10048.3	15.8	10047.4	15.8	10053.1	15.8	10048.9	15.8	10053.5	15.8	10055	15.8	10060.2	15.6	10397.8	15.6	10368.5	15.6	10348.3	15.6	10335.4	15.6	10328	15.6	10323.8	15.6	10319.8	15.6	10317	15.6	10314.8	15.6	10320.4	15.8	7219.09	15.8	7172.21	15.8	7142.38	15.8	7129.04	15.8	7113.87	15.8	7106.29	15.8	7099.08	15.8	7092.16	15.8	7089.58	15.8	7095.14	15.8	7086.14	15.8	7082.8	15.8	7084.9	15.8	7084.17	15.8	7079.83	15.8	7262.3	15.8	7259.75	15.8	7259.12	15.8	7260.84
16.8	8725.53	16.8	8707.49	16.8	8703.72	16.8	8700	16.8	8694.75	16.8	8691.48	16.8	8686.08	16.8	8682.71	16.8	8680.9	16.8	8690.25	16.8	8684.45	16.8	8681.8	16.8	8677.68	16.8	8671.33	16.8	8669.99	16.8	8674.46	16.8	8671.65	16.8	8672.89	16.8	8671.46	16.8	8683.12	16.8	8678.19	16.8	8683.21	16.8	8680.38	16.8	8679	16.8	8686.49	16.8	8685.94	16.8	8689.68	16.8	8687.83	16.8	8692.63	16.8	8696.28	16.6	10330.4	16.6	10319.3	16.6	10311.1	16.6	10304.8	16.6	10300.7	16.6	10297	16.6	10296.7	16.6	10295.4	16.6	10294.3	16.6	10299.7	16.8	8577.96	16.8	8549.34	16.8	8529.81	16.8	8520.11	16.8	8513.99	16.8	8508.3	16.8	8503.37	16.8	8502.94	16.8	8500.47	16.8	8509.25	16.8	10081.6	16.8	10068.1	16.8	10061.9	16.8	10055.1	16.8	10053.3	16.8	10053.5	16.8	10045.2	16.8	10046.6	16.8	10046.9	16.8	10052.2	16.8	10048.9	16.8	10047.3	16.8	10049.5	16.8	10050.7	16.8	10048.5	16.8	10051.4	16.8	10049.2	16.8	10053.2	16.8	10056.1	16.8	10059	16.6	10397.3	16.6	10368	16.6	10349.4	16.6	10336.2	16.6	10329.3	16.6	10324.1	16.6	10318.3	16.6	10315.8	16.6	10314.6	16.6	10319.5	16.8	7220.87	16.8	7170.13	16.8	7140.43	16.8	7128.72	16.8	7113.32	16.8	7104.58	16.8	7100.36	16.8	7092.27	16.8	7087.82	16.8	7097.47	16.8	7084.79	16.8	7085.07	16.8	7084.7	16.8	7081.92	16.8	7079.28	16.8	7268.54	16.8	7263.24	16.8	7261.56	16.8	7262.82
17.8	8721.59	17.8	8707.24	17.8	8705	17.8	8697.92	17.8	8695.32	17.8	8691.36	17.8	8686.86	17.8	8681.99	17.8	8676.03	17.8	8688.84	17.8	8683.08	17.8	8685.3	17.8	8679.13	17.8	8671.76	17.8	8670.7	17.8	8675.73	17.8	8667.98	17.8	8672.17	17.8	8673.76	17.8	8681.95	17.8	8676.85	17.8	8682.8	17.8	8680.33	17.8	8680.22	17.8	8685.45	17.8	8685.19	17.8	8686.51	17.8	8688.74	17.8	8694.51	17.8	8695.69	17.6	10331.7	17.6	10318.7	17.6	10312.5	17.6	10304.5	17.6	10299.6	17.6	10297.8	17.6	10296.2	17.6	10296	17.6	10295.2	17.6	10299.9	17.8	8577.15	17.8	8549.18	17.8	8529.39	17.8	8521.19	17.8	8511.17	17.8	8509.92	17.8	8506.48	17.8	8498.69	17.8	8500.29	17.8	8506.73	17.8	10083.3	17.8	10069.4	17.8	10062.1	17.8	10056	17.8	10053	17.8	10051.3	17.8	10045.7	17.8	10045.9	17.8	10046.6	17.8	10051	17.8	10046.2	17.8	10050.7	17.8	10048.5	17.8	10051.4	17.8	10049.4	17.8	10047.3	17.8	10051.5	17.8	10052.8	17.8	10050.8	17.8	10056.1	17.6	10397.9	17.6	10368.4	17.6	10350.7	17.6	10336.7	17.6	10327.9	17.6	10323.6	17.6	10318.4	17.6	10319.1	17.6	10315.8	17.6	10321.8	17.8	7216.16	17.8	7169.78	17.8	7144.57	17.8	7127.55	17.8	7115.21	17.8	7104.38	17.8	7099.48	17.8	7095.63	17.8	7085.16	17.8	7093.56	17.8	7089.59	17.8	7085.37	17.8	7087.12	17.8	7081.57	17.8	7079.34	17.8	7265.02	17.8	7259.24	17.8	7258.57	17.8	7264.31
18.8	8721.41	18.8	8708.71	18.8	8706.39	18.8	8701.45	18.8	8695.57	18.8	8692	18.8	8685.73	18.8	8681.2	18.8	8677.29	18.8	8688.96	18.8	8684.5	18.8	8683.94	18.8	8680.07	18.8	8671.21	18.8	8669.62	18.8	8677.04	18.8	8671.9	18.8	8670.58	18.8	8673.41	18.8	8681	18.8	8677.58	18.8	8681.24	18.8	8684.65	18.8	8683.1	18.8	8684.65	18.8	8686.57	18.8	8686.87	18.8	8689.05	18.8	8691.78	18.8	8696.6	18.6	10331.1	18.6	10319.2	18.6	10313.2	18.6	10303.7	18.6	10300.4	18.6	10300	18.6	10294.3	18.6	10294.9	18.6	10293.4	18.6	10299.5	18.8	8581.8	18.8	8543.48	18.8	8533.23	18.8	8522.68	18.8	8516.54	18.8	8513.21	18.8	8504.99	18.8	8502.29	18.8	8501.19	18.8	8505.39	18.8	10080.7	18.8	10070.6	18.8	10059.6	18.8	10056.9	18.8	10054.7	18.8	10048.8	18.8	10047.9	18.8	10046.6	18.8	10050.4	18.8	10051.1	18.8	10047.6	18.8	10051.3	18.8	10049.2	18.8	10051.7	18.8	10050.2	18.8	10047.8	18.8	10050.9	18.8	10052	18.8	10052.7	18.8	10057.3	18.6	10396.7	18.6	10368.4	18.6	10348.6	18.6	10335.8	18.6	10329.1	18.6	10324.4	18.6	10317.2	18.6	10316.9	18.6	10316.4	18.6	10320.7	18.8	7216.68	18.8	7167.91	18.8	7149.25	18.8	7125.63	18.8	7114.34	18.8	7103.17	18.8	7098.79	18.8	7095.6	18.8	7086.29	18.8	7096.93	18.8	7085.72	18.8	7085.18	18.8	7085.87	18.8	7086.43	18.8	7079.32	18.8	7262.94	18.8	7260.53	18.8	7255.16	18.8	7260.66
19.8	8717.35	19.8	8709.27	19.8	8706.97	19.8	8705.59	19.8	8693.86	19.8	8690.16	19.8	8687.18	19.8	8677.56	19.8	8675.95	19.8	8689.53	19.8	8683.56	19.8	8682.26	19.8	8677.94	19.8	8677.51	19.8	8672.15	19.8	8675.27	19.8	8673.83	19.8	8670.25	19.8	8674.64	19.8	8681.56	19.8	8683.09	19.8	8680.92	19.8	8679.2	19.8	8679.13	19.8	8682.96	19.8	8683.99	19.8	8686.35	19.8	8687.08	19.8	8688.86	19.8	8699.4	19.6	10329.6	19.6	10321.4	19.6	10312.9	19.6	10305.2	19.6	10302.2	19.6	10296.6	19.6	10297.5	19.6	10294.2	19.6	10294.5	19.6	10299.9	19.8	8581.04	19.8	8542.58	19.8	8534.46	19.8	8517.77	19.8	8512.5	19.8	8510.38	19.8	8500.37	19.8	8499.8	19.8	8500.71	19.8	8507.5	19.8	10081.3	19.8	10068.6	19.8	10063.9	19.8	10052.7	19.8	10053.9	19.8	10051	19.8	10048.7	19.8	10049.4	19.8	10048.1	19.8	10051.6	19.8	10046.8	19.8	10046.2	19.8	10050.2	19.8	10047.4	19.8	10048.4	19.8	10047.7	19.8	10048.1	19.8	10050	19.8	10054.7	19.8	10055.5	19.6	10397.1	19.6	10368.4	19.6	10349.6	19.6	10336.3	19.6	10329.5	19.6	10322.6	19.6	10318.8	19.6	10316.4	19.6	10314.7	19.6	10320.8	19.8	7218.02	19.8	7169.29	19.8	7142.3	19.8	7126.1	19.8	7113.4	19.8	7103.82	19.8	7098.6	19.8	7093.67	19.8	7088.95	19.8	7095.57	19.8	7095.12	19.8	7083.35	19.8	7084.35	19.8	7081.37	19.8	7078.34	19.8	7263.14	19.8	7261.09	19.8	7257.65	19.8	7265.32
20.8	8724.74	20.8	8712.56	20.8	8706.19	20.8	8702.28	20.8	8695.41	20.8	8689.86	20.8	8686.1	20.8	8681.55	20.8	8676.02	20.8	8688.8	20.8	8682.84	20.8	8680.08	20.8	8680.56	20.8	8672.31	20.8	8675.56	20.8	8672.3	20.8	8675.09	20.8	8671.07	20.8	8670.17	20.8	8681.54	20.8	8680.79	20.8	8681.25	20.8	8679.83	20.8	8680.42	20.8	8683.22	20.8	8684.09	20.8	8689.02	20.8	8690.47	20.8	8691.09	20.8	8696.97	20.6	10330.1	20.6	10319.7	20.6	10312.6	20.6	10304.4	20.6	10301.9	20.6	10300	20.6	10297.7	20.6	10294.4	20.6	10294.6	20.6	10297.2	20.8	8576.74	20.8	8545.64	20.8	8532.68	20.8	8519.94	20.8	8510.9	20.8	8506.19	20.8	8505.11	20.8	8500.69	20.8	8497.05	20.8	8508.06	20.8	10082.9	20.8	10070.2	20.8	10063.2	20.8	10056.7	20.8	10053.2	20.8	10051.1	20.8	10048.1	20.8	10046.4	20.8	10050	20.8	10051.8	20.8	10047.9	20.8	10047	20.8	10049.8	20.8	10050.3	20.8	10045.9	20.8	10047.9	20.8	10050.7	20.8	10051.9	20.8	10056.6	20.8	10056.5	20.6	10397.6	20.6	10369	20.6	10349.1	20.6	10335.2	20.6	10328.6	20.6	10323.5	20.6	10318.5	20.6	10317.3	20.6	10313.9	20.6	10321.2	20.8	7220.26	20.8	7170.56	20.8	7140.73	20.8	7128.43	20.8	7111.59	20.8	7102.95	20.8	7100.02	20.8	7096.58	20.8	7088.02	20.8	7093.53	20.8	7089.85	20.8	7090.01	20.8	7083.71	20.8	7083.32	20.8	7076.35	20.8	7260.72	20.8	7261.05	20.8	7256.19	20.8	7260.81
